Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,27,28,1,1,1,0.0016472615727808337
45,19,29,1,1,1,0.0034556590644743146
46,21,24,1,1,1,0.004006672363669916
47,34,45,1,2,2,0.005865860081179397
48,41,43,1,1,1,0.007343925584349931
49,0,8,1,1,1,0.008912261547931677
50,22,46,1,2,2,0.009093836111259246
51,7,20,1,1,1,0.015606399877583943
52,35,47,1,3,3,0.016753731440979802
53,5,25,1,1,1,0.02335297095446265
54,2,3,1,1,1,0.028621749249869044
55,44,50,2,3,3,0.034356970991294866
56,16,49,1,2,2,0.038955360629328806
57,1,10,1,1,1,0.04090924673977958
58,17,18,1,1,1,0.04334019721541982
59,13,51,1,2,2,0.0443151862575919
60,33,42,1,1,1,0.05313676067600648
61,26,53,1,2,2,0.06117447343085003
62,39,56,1,3,3,0.0663019224666005
63,6,60,1,2,2,0.09218115075733058
64,23,54,1,2,2,0.09599421386698759
65,12,31,1,1,1,0.10039240404039029
66,57,64,2,3,3,0.10789279040243127
67,36,48,1,2,2,0.1260891851859639
68,55,59,5,3,4,0.12651348548971653
69,32,62,1,4,4,0.1466322550518816
70,14,63,1,3,3,0.1495856374774518
71,15,58,1,2,2,0.15873296761059374
72,38,61,1,3,3,0.2122785077590249
73,68,71,8,3,5,0.2171459288834341
74,9,69,1,5,5,0.23269764163387097
75,4,65,1,2,2,0.23915031295940725
76,11,66,1,5,4,0.2641769014886729
77,37,52,1,4,4,0.2861943414714889
78,30,67,1,3,3,0.32369601978052154
79,40,73,1,11,6,0.3661747778205726
80,70,78,4,4,4,0.43269438840731533
81,74,76,6,6,6,0.6827222704578474
82,75,80,3,8,5,0.6894646118967312
83,72,79,4,12,7,0.7549659751385944
84,81,82,12,11,7,1.0791513717271977
85,83,84,16,23,8,1.533013222166851
86,77,85,5,39,9,1.752356277538704
