Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,27,28,1,1,1,0.0022981335251962554
45,19,29,1,1,1,0.003910844351849518
46,21,24,1,1,1,0.00586421531792769
47,34,45,1,2,2,0.00735925412845384
48,41,43,1,1,1,0.013043297858616687
49,22,46,1,2,2,0.013273803775909476
50,0,8,1,1,1,0.014023140044136073
51,35,47,1,3,3,0.018539746317418504
52,7,20,1,1,1,0.019986606321587885
53,5,25,1,1,1,0.02883151366119696
54,2,3,1,1,1,0.038751009738871245
55,17,18,1,1,1,0.04661287549937754
56,26,53,1,2,2,0.04863756355001525
57,44,49,2,3,3,0.04878561329409059
58,13,52,1,2,2,0.0555409219907258
59,16,50,1,2,2,0.06741289187781285
60,1,10,1,1,1,0.07576723049746048
61,6,33,1,1,1,0.0864346547286371
62,39,59,1,3,3,0.10601106165756857
63,14,42,1,1,1,0.11998337926386393
64,23,54,1,2,2,0.1548711506047198
65,55,58,2,3,3,0.1655475930840481
66,12,31,1,1,1,0.17113617496747946
67,38,56,1,3,3,0.18521898340878484
68,60,64,2,3,3,0.18594118030903906
69,48,61,2,2,2,0.20156454704403226
70,15,57,1,5,4,0.20383568191454182
71,32,62,1,4,4,0.2318519133972392
72,37,51,1,4,4,0.23213329135979466
73,65,70,5,6,5,0.27335628185302274
74,11,68,1,5,4,0.3493068787075505
75,9,71,1,5,5,0.36593374401984735
76,40,73,1,11,6,0.37734023331786315
77,4,66,1,2,2,0.38641000812277915
78,30,69,1,4,3,0.4189693512517273
79,36,78,1,5,4,0.5021708023903186
80,63,76,2,12,7,0.7086515938119258
81,79,80,6,14,8,0.8669578830715003
82,74,75,6,6,6,0.9221009659223193
83,67,81,4,20,9,1.212183309935993
84,77,82,3,12,7,1.2298745884669808
85,72,84,5,15,8,1.4630391053929652
86,83,85,24,20,10,1.6847976140668768
