Input,5R7Y,5R7Z,5R80,5R81,5R82,5R83,5R84,5RE4,5RE9,5REB,5REZ,5RF1,5RF6,5RF7,5RFE,5RG1,5RGH,5RGI,5RGK,5RGT,5RGV,5RGW,5RGX,5RGY,5RGZ,5RH0,5RH1,5RH2,5RH3,5RH6,5RH8,5RHD,6M2N,6W63,6WNP,6XFN,7A1U,7ANS,7AP6,7AVD,7AWU,7JU7,7KX5,7L5D
5R7Y,0.9999999999999996,0.6639993193236972,0.5047310410875208,0.6918519226288602,0.9121577356147534,0.30278936323028577,0.3986126106471829,-0.034155554891188385,0.9124349967491371,0.9488651815329442,0.6512901904461303,0.4331232018381626,0.8230633531247359,0.4676403747502422,0.7642001008330754,0.3475226288810962,0.9590570361749665,-0.10490535952092321,-0.131899650643769,0.3379687756764493,0.1259592644088626,0.441817738457801,0.3724123230599054,0.25040325881590303,0.3478558795150604,0.18848678187888462,0.23008369765094958,0.37170733849003373,0.366928143646834,0.4739194996103524,0.39286700667611096,0.820398947459112,0.698548681719754,0.431711943729768,0.581141906168757,-0.018108023700240696,0.6536091405053891,0.9125677074059997,0.6259624169446061,0.9500282105534303,-0.04071738601794986,0.47634709526737645,0.4610322702006228,0.5445397001069461
5R7Z,0.6639993193236969,1,0.8183596494997802,0.893923245128728,0.7481614434975273,0.4490623793985354,0.4652868680132977,0.11445469510489625,0.7260818794879065,0.59891794055078,0.5793473354918092,0.836464743160461,0.41249933291385577,0.5092735910576048,0.6567142920296406,0.3172210699953031,0.6125126670344448,-0.051463926426004204,0.045868080771332954,0.43682002701300177,0.3136229682160579,0.481452454885108,0.4648297820878557,0.6100377156583812,0.46561753785161125,0.2648831266754747,0.37131043060927765,0.46331711850326673,0.42738473240481467,0.5210252549299582,0.30566508614669774,0.5728775256505442,0.38971353985274465,0.45233204655829806,0.6078944743342938,0.03544794638629081,0.49184909866509435,0.5556059755443152,0.4105024893836342,0.5697716160004249,0.09195362540540765,0.2256999599735103,0.4443516530475615,0.2750349520006557
5R80,0.5047310410875204,0.81835964949978,1.0000000000000002,0.9097253811060032,0.5793817412642113,0.4146144848042289,0.3706004496796504,0.04545294711172257,0.5361881658748585,0.3874740016677112,0.42852225539982575,0.9606414838893108,0.07606714601870763,0.37008384254083004,0.5387648734782169,0.13627937006568352,0.3732756617597921,-0.06713485661909482,0.012981152382406647,0.33537893079281345,0.30817216771800954,0.3676058276614426,0.37983637467812037,0.27291922449480477,0.39813286964934497,0.20122423321769184,0.3152281200650434,0.3924745712162735,0.32233348887250407,0.2876790143104075,0.08168703189245966,0.2905768313446019,0.15272665180404457,0.2878822272439925,0.4176396999596768,-0.005726894302489355,0.37219768298866673,0.34314659535128134,0.13135493682198807,0.34701304192946103,0.11787555687430083,0.019180381066069594,0.31731044332166697,0.05265782790056869
5R81,0.6918519226288601,0.893923245128728,0.9097253811060032,0.9999999999999994,0.7971503754850546,0.4797653218030286,0.4481325802712656,0.08220730013856092,0.7304597140089774,0.5980462133933504,0.5541971316287623,0.9305747523859378,0.35756353353384074,0.5112416511105687,0.7137253497080515,0.23190719201199786,0.6338070540756099,-0.07586465301394088,-0.013057052643025598,0.439116389157951,0.3699795693255206,0.4797944576079938,0.46022868818129037,0.414279974113355,0.47143622975936106,0.294999069548495,0.388627579250212,0.48201926105404264,0.4228505986293652,0.4439374153704989,0.21017340948748592,0.5676446408784813,0.36666699929285496,0.401206919592748,0.5721005084520833,0.012449535308537303,0.5140061665601982,0.5642198898550456,0.30678362927684294,0.5604198098097176,0.11538113659038825,0.16190544779769145,0.41535246253731906,0.20857991762523465
5R82,0.9121577356147543,0.7481614434975277,0.5793817412642112,0.7971503754850547,0.9999999999999996,0.39836106876355454,0.45942352255094876,0.048215723964039565,0.901719116236987,0.8685251466732816,0.6951790424820633,0.5707317423010503,0.7138447882748048,0.5630304734296451,0.8874312020567331,0.33826882528818275,0.9312019181450554,-0.06511216102491611,-0.11361726956778984,0.4073498077930302,0.251187859239239,0.5504778131649057,0.47299558017384186,0.3685496588990594,0.46759919078536105,0.2609769690225339,0.32053202785917145,0.4650359360479924,0.44776282100016634,0.49755038720056255,0.3735930183893594,0.7802107227521226,0.6510674654955142,0.450149496326758,0.6551306512083866,0.03039771591219087,0.6685014368255199,0.8379295259601498,0.5716608986792895,0.8608213733265918,0.024765009688692174,0.3887052786729986,0.4565383086773184,0.46399020795454116
5R83,0.30278936323028527,0.4490623793985352,0.41461448480422924,0.4797653218030286,0.39836106876355465,0.9999999999999974,0.9041271903956523,0.8906069937267466,0.27422929766721854,0.2921847568917883,0.6714518462249669,0.4908245835558049,0.27563516218970746,0.94232217196104,0.5151297156188083,0.8275602204001271,0.33991090924690714,0.6791882591467936,0.8101129876518052,0.9646379742386404,0.9208408926090764,0.9134973481214439,0.92966976779362,0.5325969908608198,0.9150502143147677,0.9502660697336356,0.9663131251614371,0.9610324617110741,0.9569118405776438,0.8651094291593231,0.7339361226014848,0.4599556492963947,0.443366940860429,0.8402941761073146,0.6041798158467181,0.7142688793089483,0.41800976743328777,0.30015458759246555,0.6481042774105361,0.22793208651832433,0.7861475049915168,0.3839911365636499,0.8073187632858688,0.48565650399120575
5R84,0.3986126106471827,0.46528686801329794,0.3706004496796499,0.4481325802712656,0.4594235225509485,0.9041271903956523,0.9999999999999969,0.8301995908635169,0.3729891830572708,0.467158169911047,0.8187758083248714,0.43368948412744096,0.445567017547753,0.9406337817734297,0.5215001655032255,0.9072218430201464,0.4572830925187952,0.578460383523224,0.6976592912253717,0.8838448741211264,0.7410583218165125,0.9570850532740307,0.9689562913263637,0.5414242559854445,0.9621859460345037,0.8480207010652626,0.8870705976133164,0.9723052026554989,0.9691462334384532,0.8554994780260604,0.834711288684133,0.5794388481102896,0.5044292098779771,0.8644141006191931,0.7025434007097665,0.6230589094569832,0.4228081495973312,0.3853739964102421,0.7619912785489213,0.3123181051448016,0.6492256181406992,0.5821498151311921,0.8328212394870851,0.6801555598468887
5RE4,-0.03415555489118848,0.11445469510489621,0.04545294711172257,0.08220730013856081,0.048215723964039614,0.8906069937267457,0.8301995908635162,0.999999999999998,-0.07303246896185214,0.0061988250039822605,0.5014361998365271,0.14959413898796625,0.11424648452342884,0.8254774629352424,0.16234422538166263,0.8191348424059459,0.046487299219515735,0.7571099649686235,0.9246445838821457,0.8849308351806273,0.8273333970884463,0.812185413478067,0.8553700257705572,0.48925167502289174,0.8351827749850825,0.906182457558113,0.9196133991816202,0.8690333690305334,0.8806194515868476,0.7721723902870946,0.7144202336189753,0.26363678394151846,0.23831852558288805,0.7466726416173005,0.40294937002293063,0.7524723405647008,0.12727096314414885,0.01788808231927894,0.562646567681441,-0.05923254832127241,0.8036580405847258,0.3579743476525298,0.686921144655282,0.43769362652208754
5RE9,0.9124349967491373,0.7260818794879059,0.5361881658748584,0.7304597140089771,0.9017191162369869,0.2742292976672186,0.37298918305727097,-0.07303246896185206,0.9999999999999997,0.8793884182471141,0.5600180701227189,0.47203820221010223,0.7644664631131505,0.4262143598165118,0.7495175841122472,0.35434649280087127,0.8783333466190469,-0.09177337706980915,-0.1210559126846005,0.35197281950388315,0.13318838988497622,0.3799696146925096,0.3122125673017702,0.2076432808242794,0.2949548542540305,0.1408377061910674,0.22091638647139467,0.324360413713464,0.3297995966977351,0.5112223554940718,0.42690196093722615,0.7725142928132843,0.6770043963941674,0.4758408909179203,0.636797845847631,-0.0059919080657916575,0.6841199616662612,0.8578967567505194,0.6570387433415363,0.9022796182017273,-0.05443470621781761,0.4357926982749456,0.5014792937161603,0.4848236124988392
5REB,0.9488651815329441,0.5989179405507798,0.38747400166771073,0.5980462133933505,0.8685251466732821,0.292184756891788,0.4671581699110468,0.006198825003982403,0.8793884182471139,0.9999999999999977,0.7176728318110344,0.33189755867463017,0.8682068678311778,0.50066146900825,0.7646495894205225,0.43558084750063575,0.9575413915789858,-0.08227894223202177,-0.12013743613544421,0.3348182403163072,0.10830309679861538,0.4974415245818031,0.4245381112581479,0.2803949116440931,0.4087631587590521,0.20253523396002263,0.22303160283927811,0.4125276711194483,0.4212362584516865,0.5058305287052024,0.490144404402415,0.8432042048799919,0.7699200909847536,0.4877833746895742,0.6605954000474145,0.012298118405383937,0.6406578162074134,0.9040796234985284,0.6840846646858929,0.9020708367433957,-0.07900681197551741,0.5786695855854692,0.5180672587821047,0.6341333254826568
