Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,34,35,1,1,1,0.0016244212153747606
45,19,29,1,1,1,0.0036816122118559225
46,27,28,1,1,1,0.007171944920253082
47,44,45,2,2,2,0.011689597233131566
48,21,22,1,1,1,0.01608248635182652
49,7,20,1,1,1,0.020846396746580842
50,38,39,1,1,1,0.025881142533051293
51,9,16,1,1,1,0.029340327879997963
52,24,48,1,2,2,0.03522661551831208
53,6,49,1,2,2,0.05724773354667456
54,12,31,1,1,1,0.05884878770540236
55,41,43,1,1,1,0.05968075132747208
56,17,40,1,1,1,0.06164662374071628
57,30,47,1,4,3,0.06995912627630896
58,25,26,1,1,1,0.07499983914565855
59,3,11,1,1,1,0.09197726080873325
60,0,51,1,2,2,0.0921932074749856
61,10,23,1,1,1,0.09986887610018591
62,46,56,2,2,2,0.10658377756582216
63,5,50,1,2,2,0.11102515438670368
64,53,62,3,4,3,0.1459773060945947
65,32,57,1,5,4,0.1859807741444226
66,4,14,1,1,1,0.21326548183229477
67,33,42,1,1,1,0.23097893021918603
68,8,60,1,3,3,0.242889458150227
69,63,68,3,4,4,0.2727556109089092
70,1,61,1,2,2,0.2908765123772181
71,13,64,1,7,4,0.2963739155462194
72,58,59,2,2,2,0.31869037491731644
73,15,52,1,3,3,0.353162349724765
74,37,65,1,6,5,0.4790892138173348
75,18,71,1,8,5,0.5344291495718481
76,69,72,7,4,5,0.5399479527384276
77,2,70,1,3,3,0.6032115876030942
78,54,66,2,2,2,0.721177060995915
79,67,75,2,9,6,0.753483084293021
80,55,79,2,11,7,0.8030965511708472
81,36,76,1,11,6,0.9670541914546714
82,73,78,4,4,4,1.1072814056965554
83,77,82,4,8,5,1.2906074675564532
84,81,83,12,12,7,1.4554479633432553
85,74,80,7,13,8,1.577797525658931
86,84,85,24,20,9,1.7533455456318237
