Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,41,43,1,1,1,0.0033246432207334475
45,19,29,1,1,1,0.006357950871527129
46,27,28,1,1,1,0.014330192767008199
47,22,24,1,1,1,0.014646322634069286
48,34,45,1,2,2,0.014806499081207347
49,21,47,1,2,2,0.0346312232984165
50,35,48,1,3,3,0.03539898769840277
51,2,3,1,1,1,0.05751094817960978
52,13,20,1,1,1,0.07848460651048617
53,6,46,1,2,2,0.08195907395354862
54,38,44,1,2,2,0.0932739425593111
55,30,33,1,1,1,0.09821918017345566
56,0,8,1,1,1,0.1000346020424796
57,7,52,1,2,2,0.11077663419653838
58,5,25,1,1,1,0.1188335659427936
59,1,23,1,1,1,0.14132362870848802
60,53,57,3,3,3,0.15055665333667834
61,16,39,1,1,1,0.16510050106948992
62,32,56,1,2,2,0.17016127266208914
63,11,51,1,2,2,0.17430223519852683
64,17,18,1,1,1,0.17944347112058023
65,14,49,1,3,3,0.21629970676146815
66,26,58,1,2,2,0.2167554070284603
67,42,65,1,4,4,0.27001784548629304
68,9,61,1,2,2,0.29664891340265487
69,12,31,1,1,1,0.2994748918888307
70,37,50,1,4,4,0.30225981619388953
71,59,63,2,3,3,0.330217930388905
72,55,60,2,6,4,0.34725274298069286
73,62,68,3,3,3,0.37668901584479986
74,10,71,1,5,4,0.37742422681702315
75,67,72,5,8,5,0.41514259919959806
76,15,64,1,2,2,0.4583378914256875
77,54,66,3,3,3,0.5027116488312278
78,4,69,1,2,2,0.5249889724650092
79,36,78,1,3,3,0.6192678774826853
80,75,76,13,3,6,0.6673073467617338
81,40,80,1,16,7,0.8007195568847723
82,73,74,6,6,5,0.8888974630050123
83,70,82,5,12,6,1.070398066918918
84,79,81,4,17,8,1.0798166759711578
85,83,84,17,21,9,1.2321207878359972
86,77,85,6,38,10,1.5968062622242876
