Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,1,10,1,1,1,0
45,4,39,1,1,1,0
46,11,23,1,1,1,0
47,18,38,1,1,1,0
48,36,45,1,2,2,1.2212453270876722E-15
49,44,46,2,2,2,1.5543122344752192E-15
50,7,24,1,1,1,7.443544956264869E-05
51,13,22,1,1,1,0.00018074495873565688
52,15,26,1,1,1,0.00018896863105410944
53,20,50,1,2,2,0.00037260065578026413
54,5,21,1,1,1,0.00046830883153148317
55,53,54,3,2,3,0.0014072282511996548
56,6,51,1,2,2,0.0015239644388376217
57,28,52,1,2,2,0.004508390791125305
58,27,56,1,3,3,0.008763057684907594
59,19,55,1,5,4,0.008840437367415355
60,12,49,1,4,3,0.02304370591815308
61,29,33,1,1,1,0.02554803119276705
62,25,59,1,6,5,0.03776939991903561
63,57,58,3,4,4,0.06087883444980857
64,40,47,1,2,2,0.07190956621347167
65,17,42,1,1,1,0.08826603638268238
66,62,63,7,7,6,0.20582256074560124
67,41,43,1,1,1,0.23731110090574914
68,61,65,2,2,2,0.239851610714781
69,2,60,1,5,4,0.278303053771759
70,34,35,1,1,1,0.375944545197773
71,32,68,1,4,3,0.39966980498562776
72,64,67,3,2,3,0.4000866139388004
73,37,70,1,2,2,0.48825939106422744
74,31,69,1,6,5,0.5866890865489929
75,66,72,14,5,7,0.6299024301917995
76,71,73,5,3,4,0.7618615773147144
77,0,48,1,3,3,1.0277777777777777
78,75,77,19,4,8,1.0373190439474427
79,76,78,8,23,9,1.058064094645987
80,74,79,7,31,10,1.0877411657612681
