Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,41,43,1,1,1,0.0007972037247390151
45,27,28,1,1,1,0.0008964399562866321
46,29,34,1,1,1,0.002473636427260617
47,21,22,1,1,1,0.002737615451479325
48,19,46,1,2,2,0.0035721450285890466
49,24,47,1,2,2,0.0074616343262834395
50,0,8,1,1,1,0.010407369244740283
51,13,20,1,1,1,0.014603927362517144
52,6,33,1,1,1,0.020893393545539762
53,45,49,2,3,3,0.02334371563909965
54,1,2,1,1,1,0.023377783836498023
55,3,54,1,2,2,0.026967879801031214
56,12,36,1,1,1,0.031204875616955507
57,5,25,1,1,1,0.031658069135097056
58,16,50,1,2,2,0.03180702909423583
59,4,31,1,1,1,0.03365258946487193
60,35,48,1,3,3,0.034678977093921204
61,10,14,1,1,1,0.035121618000533594
62,42,52,1,2,2,0.036320888213608016
63,7,15,1,1,1,0.03806027536874057
64,32,56,1,2,2,0.05581421412505905
65,39,58,1,3,3,0.05666728435216151
66,17,18,1,1,1,0.06128570773249975
67,26,57,1,2,2,0.06582111154126435
68,51,53,2,5,4,0.07149513971844101
69,23,61,1,2,2,0.10927081783860304
70,38,44,1,2,2,0.11054276877649027
71,63,66,2,2,2,0.12220593004011071
72,11,55,1,3,3,0.12990772320563404
73,30,62,1,3,3,0.13028439325498842
74,40,68,1,7,5,0.17314921117142168
75,59,64,2,3,3,0.17706482657928158
76,9,65,1,4,4,0.20586269573287252
77,69,72,3,4,4,0.2204147130364864
78,73,74,4,8,6,0.28116518252366973
79,67,71,3,4,3,0.3014324757554727
80,37,76,1,5,5,0.47075988402355395
81,75,77,5,7,5,0.4947872168527657
82,78,81,12,12,7,0.6808364073320579
83,70,79,3,7,4,1.1782263026411453
84,80,82,6,24,8,1.2315299731866347
85,60,84,4,30,9,1.564919634304799
86,83,85,10,34,10,1.843782387812995
