Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,41,43,1,1,1,0.0002439106282797754
45,34,35,1,1,1,0.001988478461983245
46,19,29,1,1,1,0.004146561617714095
47,39,44,1,2,2,0.0062601841968165095
48,27,28,1,1,1,0.006661861732479402
49,45,46,2,2,2,0.011984867150465317
50,21,22,1,1,1,0.013487511772113603
51,7,20,1,1,1,0.018934174081022825
52,38,47,1,3,3,0.02348095424057839
53,9,16,1,1,1,0.02653220250714472
54,24,50,1,2,2,0.035093506306954625
55,6,51,1,2,2,0.05193429588941312
56,12,31,1,1,1,0.058705195060216875
57,17,40,1,1,1,0.060132107811376456
58,25,26,1,1,1,0.06525238925356869
59,30,49,1,4,3,0.07012230054746738
60,0,53,1,2,2,0.07967571181399935
61,3,11,1,1,1,0.08924423962842598
62,48,57,2,2,2,0.09979992728504672
63,5,52,1,4,4,0.10567285583066222
64,10,23,1,1,1,0.11599896032871415
65,55,62,3,4,3,0.14264254775964158
66,32,59,1,5,4,0.1921935963628888
67,33,42,1,1,1,0.20982140698527418
68,8,60,1,3,3,0.2166419317192706
69,4,14,1,1,1,0.23304463846047863
70,63,68,5,4,5,0.24978269588746438
71,13,65,1,7,4,0.26415189533887273
72,58,61,2,2,2,0.30218573798202153
73,15,54,1,3,3,0.3148503927162867
74,1,64,1,2,2,0.3239569271739975
75,70,72,9,4,6,0.5068801601500221
76,18,71,1,8,5,0.5092576473554256
77,66,67,6,2,5,0.5205383721530261
78,2,74,1,3,3,0.6161596059544788
79,56,69,2,2,2,0.6670107326356669
80,36,37,1,1,1,0.8302692485842917
81,75,80,13,2,7,0.9995838959088278
82,73,76,4,9,6,1.0380342080244802
83,78,79,4,4,4,1.321478608038226
84,77,82,8,13,7,1.4299919217708235
85,81,83,15,8,8,1.5083897633533938
86,84,85,21,23,9,1.7926519761047988
