Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,41,43,1,1,1,0.00038732056545498494
45,27,28,1,1,1,0.0017222056334771363
46,29,34,1,1,1,0.002628343958210544
47,19,46,1,2,2,0.003829413102202195
48,21,22,1,1,1,0.004520648803308935
49,24,48,1,2,2,0.010380249789859852
50,0,8,1,1,1,0.01633848096302737
51,13,20,1,1,1,0.02426615396759202
52,45,49,2,3,3,0.02981467502952062
53,35,47,1,3,3,0.03298643081701613
54,6,33,1,1,1,0.03480949080690432
55,1,2,1,1,1,0.03684019815796402
56,5,26,1,1,1,0.0391329731098099
57,3,55,1,2,2,0.040864656655429266
58,4,31,1,1,1,0.0413105336311973
59,7,15,1,1,1,0.0493381243745713
60,16,50,1,2,2,0.054572095850556335
61,25,56,1,2,2,0.056545767329825414
62,10,42,1,1,1,0.06300570838476904
63,17,18,1,1,1,0.06301950321630179
64,38,44,1,2,2,0.0630380123626767
65,12,36,1,1,1,0.07086589546184441
66,39,60,1,3,3,0.08572500512926029
67,14,62,1,2,2,0.1029997517957838
68,32,65,1,2,2,0.11498058972032488
69,51,52,2,5,4,0.11749175537565848
70,59,69,2,7,5,0.14276245584139124
71,30,54,1,2,2,0.162930048049178
72,11,57,1,3,3,0.18333250134843337
73,61,63,3,2,3,0.2320378439088968
74,23,67,1,3,3,0.2461115268858277
75,58,68,2,3,3,0.2953123090412839
76,40,70,1,9,6,0.3037036404372583
77,9,66,1,4,4,0.3331942215039514
78,71,76,3,10,7,0.38047175020872703
79,37,53,1,4,4,0.4388139755265764
80,72,74,4,4,4,0.4729585061306967
81,73,78,5,13,8,0.6680947629800873
82,75,80,5,8,5,0.8022845410652824
83,77,82,5,13,6,1.1029874920965144
84,64,79,3,5,5,1.366324249752334
85,81,83,18,18,9,1.6470810084661083
86,84,85,8,36,10,1.8585677017123787
