Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,21,24,1,1,1,0.000741961940463165
45,27,28,1,1,1,0.0013822773839284874
46,22,44,1,2,2,0.003307075961111905
47,5,26,1,1,1,0.003937092916061036
48,1,3,1,1,1,0.0072659515465544056
49,45,46,2,3,3,0.0085327388514439
50,19,29,1,1,1,0.01116856877974226
51,33,42,1,1,1,0.013468537424868421
52,13,47,1,2,2,0.013588287645448838
53,25,52,1,3,3,0.015031598735277596
54,0,16,1,1,1,0.016047871906170297
55,6,49,1,5,4,0.017506776318955697
56,2,48,1,2,2,0.020076886603196398
57,30,53,1,4,4,0.027849794303606568
58,41,43,1,1,1,0.030489977904743837
59,15,50,1,2,2,0.033065018933540746
60,10,14,1,1,1,0.03600324134496913
61,7,20,1,1,1,0.038567864328288515
62,11,56,1,3,3,0.04221304620002053
63,55,57,6,5,5,0.04369635648733616
64,9,54,1,2,2,0.044840060351964306
65,12,31,1,1,1,0.05220723130941274
66,38,51,1,2,2,0.056080191303545246
67,17,35,1,1,1,0.07171483071482276
68,59,63,3,11,6,0.07599279860282049
69,8,39,1,1,1,0.09329148374087526
70,66,68,3,14,7,0.0942115240676824
71,37,64,1,3,3,0.10793930265313412
72,23,62,1,4,4,0.11843780736970899
73,65,71,2,4,4,0.12686286674176728
74,4,60,1,2,2,0.13663684223171524
75,32,34,1,1,1,0.15585954438293748
76,18,67,1,2,2,0.16679231480307244
77,70,75,17,2,8,0.180825741920282
78,61,76,2,3,3,0.19314783280063552
79,36,69,1,2,2,0.24362349378492443
80,58,73,2,6,5,0.305410390443129
81,40,78,1,5,4,0.34642323368731276
82,74,79,3,3,3,0.39960494224158327
83,80,82,8,6,6,0.4909762132339417
84,77,81,19,6,9,0.5916012736919962
85,72,83,5,14,7,0.8528494668056478
86,84,85,25,19,10,1.2355927484539992
