Input,5R7Y,5R7Z,5R80,5R81,5R82,5R83,5R84,5RE4,5RE9,5REB,5REZ,5RF1,5RF6,5RF7,5RFE,5RG1,5RGH,5RGI,5RGK,5RGT,5RGV,5RGW,5RGX,5RGY,5RGZ,5RH0,5RH1,5RH2,5RH3,5RH6,5RH8,5RHD,6M2N,6W63,6WNP,6XFN,7A1U,7ANS,7AP6,7AVD,7AWU,7JU7,7KX5,7L5D
5R7Y,0.9999999999999999,0.7817009326795148,0.7286471082708711,0.7991616088235721,0.947774529378957,0.6375235133372223,0.6847002827474087,0.38451149739910007,0.9421546059622821,0.9866727986377253,0.8554291681693409,0.6549305498126865,0.9364367753724578,0.6691944631028671,0.8743350868188032,0.6227580324546602,0.9904335801618528,0.3293301573713918,0.18347748763290736,0.6866614793592511,0.5120475156888883,0.6926241700532075,0.6529202190324577,0.5915497493009677,0.6606469882186106,0.5752872636872198,0.6088301028978713,0.646351659690378,0.6541234023724587,0.7050207550029199,0.6617678928646296,0.9494543866546007,0.8466189113063195,0.7057108577458302,0.7494701386022666,0.39623484752119476,0.8463142209392363,0.957255447771474,0.7965191515776753,0.9450823375307578,0.4000706246753105,0.7873348891298229,0.7459135983259063,0.8385033254979488
5R7Z,0.7817009326795148,1,0.9594837884817823,0.9793272114504465,0.8567190614563565,0.6934219296548416,0.7105963894743393,0.4528281162068255,0.8066244552015976,0.742686757958566,0.8874034714611693,0.9649696751484784,0.6278240012383836,0.7050088172426296,0.8567060131651552,0.6613362657698209,0.7974750577617089,0.2729151930348884,0.25645837179113734,0.7290501696376289,0.5876285979720421,0.7248222037414406,0.714047730084841,0.9149359863698265,0.7220877691519042,0.6366007877693397,0.6572209684654235,0.7002820859443093,0.6828844844295521,0.7436826654662413,0.6316846044870563,0.7609814538564957,0.6827383543585849,0.6964047915758504,0.8435716492482038,0.3226757716391225,0.6603347340938902,0.7155571745327828,0.6915458853740718,0.7299848091662458,0.4310786476363576,0.5063472651430077,0.6958942295730803,0.5732179582381622
5R80,0.7286471082708711,0.9594837884817823,1,0.9773133514635753,0.8214978893678453,0.6442054239989299,0.6594225862054285,0.38175377003820965,0.7864981035030852,0.6855305864815114,0.8282641095545578,0.9763234612709641,0.5201731187642437,0.6436375790609254,0.8171523096513993,0.5793087045550691,0.7273222953446071,0.20674317774279066,0.20569111480866784,0.6639070959412418,0.5405382137555601,0.6638342202149506,0.6569093843142981,0.8208494370568317,0.6704152140965777,0.5723911781202202,0.5982214722785226,0.6464135098108484,0.620721351466052,0.6583190402181249,0.5387503492775382,0.6673553837767316,0.6169597775527741,0.6178379391522294,0.7738119758823457,0.25815284497768337,0.6189620523594664,0.6418524536486667,0.6080450400480033,0.7083199626681161,0.3937900270052794,0.40875499603354876,0.6339959442206546,0.47283327618939247
5R81,0.7991616088235721,0.9793272114504465,0.9773133514635755,0.9999999999999999,0.8872133754973802,0.6804854133195022,0.697264298202678,0.4167607602940619,0.8491207528722764,0.760787895324671,0.8811364197620541,0.968720379933559,0.6274613807086268,0.6924329531931954,0.8695799265500299,0.6256366540369738,0.8150739072204892,0.23997634766065445,0.20940791913480544,0.7149026722710795,0.5741848640037424,0.7105048801101578,0.6961319936522902,0.8547806046228095,0.7078614621775401,0.6157401730322709,0.6401699353023804,0.6874807003260385,0.6671117913130219,0.7182479892780349,0.599502076948376,0.7648307520986497,0.686143139887266,0.6715811343938163,0.8252425004857517,0.2948542886238213,0.6840134131433259,0.7259802428279071,0.6713079934362681,0.7618740261127718,0.4200549095772374,0.483331400272409,0.6805634799250244,0.5527548809096425
5R82,0.9477745293789569,0.8567190614563567,0.8214978893678454,0.8872133754973802,0.9999999999999999,0.6744752091774617,0.7190882964294227,0.4027699567521131,0.9509910286116351,0.9231209728892767,0.9038383656142163,0.7590748775861369,0.8191453444701248,0.7075909688628246,0.9243230179406356,0.6330928382847238,0.9644100482905361,0.28563843251100696,0.16224209879853863,0.7116981147378835,0.5407853625267776,0.7425822961678695,0.7035622337864047,0.6571891523083557,0.7156323264431896,0.6031857743553842,0.6407926870632199,0.6917499451063365,0.690296958699427,0.7147865811376661,0.6575055816018017,0.8790736924247742,0.8147385461624096,0.6900191390984817,0.78601895133147,0.3434037012416172,0.8074913271580914,0.898662103561474,0.7783816672310033,0.9016403003955351,0.40279201743410925,0.6536862285597109,0.716188700790651,0.7251901155857284
5R83,0.6375235133372223,0.6934219296548415,0.6442054239989297,0.6804854133195019,0.6744752091774618,1,0.9813168705726849,0.9390783157778927,0.5856022771827162,0.5964985184109511,0.8540798791867956,0.6596591756899429,0.5894822268518165,0.9928859738085976,0.8434300137514436,0.9748790459909111,0.6685937165322203,0.8213952722036006,0.8086668473677522,0.9859688539818922,0.9721421908487605,0.9794693778495354,0.9833994761371342,0.7076552164967641,0.9791691572839212,0.9890228743373843,0.994223644374599,0.9933552640125288,0.9926441847331006,0.9639714005816488,0.9607663973535956,0.6911440693727374,0.834683346241487,0.9460246471707453,0.8955272683661958,0.8303586587568323,0.6824316837297182,0.6942602280804427,0.9303970870043714,0.5155783808037592,0.8606900399728299,0.7098350880057489,0.9302077117753783,0.7815151615995046
5R84,0.6847002827474089,0.7105963894743395,0.6594225862054284,0.6972642982026779,0.7190882964294227,0.9813168705726849,1.0000000000000002,0.904061487618574,0.6137223064524515,0.6656650318630504,0.882690248148445,0.6568122624442986,0.6398414228543458,0.9875712147907927,0.8536690531775094,0.9730869430756112,0.7172645831348773,0.7862586261517014,0.7434565177681907,0.9706691754516354,0.928263635996722,0.9899770838414078,0.9898957514666971,0.696201435501115,0.9901295227704524,0.9633313765660791,0.9749648392887398,0.9925771787514954,0.9912765776546263,0.9599253702567048,0.9706002975454302,0.725974649117923,0.8701866201438618,0.9519538613763666,0.9152400928857711,0.7859808979577144,0.6637867741004679,0.7376702159737445,0.9535191340653452,0.5465994363319722,0.7921282306784775,0.7513243198708058,0.9457589467067475,0.8162743541903854
5RE4,0.3845114973991001,0.45282811620682556,0.38175377003820965,0.4167607602940619,0.4027699567521131,0.9390783157778928,0.9040614876185741,1,0.3016740575220766,0.35103781181151333,0.6610936684687456,0.4325013739237347,0.4090126661858557,0.9238744082801357,0.6279771103916704,0.9347293429121697,0.4240073392900061,0.9050503973631325,0.9237321963268639,0.909412718148664,0.9558856768902968,0.8959099941708036,0.9149222727123643,0.5700892221596396,0.9027713575770289,0.9612124277436007,0.953948795567543,0.9295281924792242,0.9321362971231317,0.8845977239850318,0.918018973790217,0.4956398199846474,0.6868465263800089,0.8714479377247173,0.7573621164492731,0.8806729940521283,0.48027667336173707,0.4872605915793604,0.8293726197866832,0.247615137277833,0.8837306235956041,0.6333258174084887,0.8361397276446055,0.6856939211689119
5RE9,0.9421546059622822,0.8066244552015976,0.7864981035030852,0.8491207528722764,0.9509910286116353,0.5856022771827163,0.6137223064524515,0.3016740575220766,1.0000000000000002,0.9192077959180344,0.8034897505014051,0.7127237895262182,0.8312933702510384,0.6114058166786517,0.8623697557982652,0.5504042164727031,0.9380822450813268,0.23253740380918636,0.11986974205203364,0.6439358253056782,0.47700409010440203,0.6170335878941022,0.5762271515909428,0.5864919290683609,0.5858936438581682,0.5147254202991896,0.5550506833683568,0.5823372534071032,0.5864289604921836,0.6527366487164198,0.5750370670954821,0.8736775892661387,0.7754450856956684,0.6296838698573032,0.6982430047332985,0.31371389591605475,0.8513147543001965,0.8839646319921035,0.7223205938598872,0.9568788494360736,0.37435997750069927,0.6217006221538056,0.6673452242160464,0.6902178872850987
5REB,0.986672798637725,0.7426867579585662,0.6855305864815116,0.7607878953246711,0.9231209728892767,0.5964985184109513,0.6656650318630504,0.3510378118115134,0.9192077959180346,1,0.8228255099781885,0.6057362658762575,0.9429584962609125,0.6375914646139201,0.8335840013084914,0.5987068027320674,0.9799780669371929,0.3048588708312255,0.14030172675772695,0.650619095485731,0.4657499679783249,0.6657746506467315,0.6241039975458723,0.5505832134656115,0.6344217830610562,0.5369533339272319,0.5705322459009882,0.6164824998898122,0.6249405250576355,0.6782775304767286,0.6467939793980149,0.9405691370197538,0.8463146131902455,0.686726294385637,0.7276645204945108,0.36203945633500495,0.7927928802000765,0.9507899251637479,0.7846781092470966,0.925398563313687,0.33652662929072263,0.7962915156395988,0.7323467474111434,0.8358274537541198
