Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5R7Y,,1,,0,
1,5R7Z,,1,,0,
2,5R80,,1,,0,
3,5R81,,1,,0,
4,5R82,,1,,0,
5,5R83,,1,,0,
6,5R84,,1,,0,
7,5RE4,,1,,0,
8,5RE9,,1,,0,
9,5REB,,1,,0,
10,5REZ,,1,,0,
11,5RF1,,1,,0,
12,5RF6,,1,,0,
13,5RF7,,1,,0,
14,5RFE,,1,,0,
15,5RG1,,1,,0,
16,5RGH,,1,,0,
17,5RGI,,1,,0,
18,5RGK,,1,,0,
19,5RGT,,1,,0,
20,5RGV,,1,,0,
21,5RGW,,1,,0,
22,5RGX,,1,,0,
23,5RGY,,1,,0,
24,5RGZ,,1,,0,
25,5RH0,,1,,0,
26,5RH1,,1,,0,
27,5RH2,,1,,0,
28,5RH3,,1,,0,
29,5RH6,,1,,0,
30,5RH8,,1,,0,
31,5RHD,,1,,0,
32,6M2N,,1,,0,
33,6W63,,1,,0,
34,6WNP,,1,,0,
35,6XFN,,1,,0,
36,7A1U,,1,,0,
37,7ANS,,1,,0,
38,7AP6,,1,,0,
39,7AVD,,1,,0,
40,7AWU,,1,,0,
41,7JU7,,1,,0,
42,7KX5,,1,,0,
43,7L5D,,1,,0,
44,22,24,1,1,1,0.0016884678881189386
45,27,28,1,1,1,0.002503314584081817
46,21,44,1,2,2,0.0037874228441799884
47,13,45,1,2,2,0.004552889064621368
48,5,26,1,1,1,0.0057763556254010195
49,33,42,1,1,1,0.008492514015217001
50,0,16,1,1,1,0.009566419838147211
51,6,46,1,3,3,0.01010424853330294
52,19,29,1,1,1,0.01054989019368524
53,25,48,1,2,2,0.01097712566261555
54,15,30,1,1,1,0.011687736079929678
55,47,51,3,4,4,0.013935227800535799
56,9,50,1,2,2,0.020021933062807085
57,1,3,1,1,1,0.020672788549553456
58,41,43,1,1,1,0.021492679164496487
59,2,11,1,1,1,0.023676538729035967
60,17,35,1,1,1,0.023995160688497164
61,20,53,1,3,3,0.027857809151239477
62,12,31,1,1,1,0.03041549220738915
63,52,54,2,2,2,0.03334881462583117
64,57,59,2,2,2,0.040516211518217715
65,10,14,1,1,1,0.04258827246778785
66,8,39,1,1,1,0.0431211505639264
67,37,56,1,3,3,0.04921007483625206
68,49,63,2,4,3,0.04999184998995154
69,38,68,1,6,4,0.05805266975586276
70,7,61,1,4,4,0.0609216842221072
71,62,67,2,4,4,0.0723525332293874
72,55,69,7,7,5,0.0794259460702621
73,4,65,1,2,2,0.09616163438578373
74,32,34,1,1,1,0.10321358439126083
75,18,40,1,1,1,0.11709596771492792
76,36,66,1,2,2,0.16636382329216637
77,72,74,14,2,6,0.16678759097378126
78,60,75,2,2,2,0.17504972317132572
79,23,64,1,4,3,0.17915056294316833
80,70,78,5,4,5,0.1913331526322477
81,71,76,6,3,5,0.20720711979992357
82,73,81,3,9,6,0.26102795920832034
83,58,77,2,16,7,0.29401949451450415
84,80,83,9,18,8,0.50710531591927
85,79,82,5,12,7,0.5273448012426576
86,84,85,27,17,9,0.9200205346125642
