Input,5R7Y,5R7Z,5R80,5R81,5R82,5R83,5R84,5RE4,5RE9,5REB,5REZ,5RF1,5RF6,5RF7,5RFE,5RG1,5RGH,5RGI,5RGK,5RGT,5RGV,5RGW,5RGX,5RGY,5RGZ,5RH0,5RH1,5RH2,5RH3,5RH6,5RH8,5RHD,6M2N,6W63,6WNP,6XFN,7A1U,7ANS,7AP6,7AVD,7AWU,7JU7,7KX5,7L5D
5R7Y,0.9999999999999999,0.7764216590511605,0.7660374188158093,0.7838415098760448,0.9342611038530189,0.732486769842795,0.7580095802535856,0.5290280945305901,0.904893912124408,0.9849427159350981,0.8827888392842959,0.6697762854764714,0.948392178939917,0.7005842006066603,0.8637931459184117,0.6843775233896622,0.9914945198346808,0.47783425376816835,0.29518180070848066,0.7802997949740018,0.6436941153924743,0.7619741997160814,0.7361866555086187,0.664477457915715,0.7598690573705731,0.7041600657271108,0.7286067639973335,0.722623133541936,0.7337268529068317,0.7541049872298906,0.7099724701726846,0.9646964616165324,0.853513914351761,0.7758373812454635,0.7624971450750462,0.5359725354662868,0.8555681012993386,0.9575769784718023,0.8183046851956955,0.885974776191202,0.5443804756741627,0.848509769761705,0.8231124367075856,0.8787100978076591
5R7Z,0.7764216590511603,0.9999999999999998,0.9888709320103335,0.9958275844056482,0.8685526656367241,0.7277768248473909,0.7318974142974051,0.514890497229684,0.7679633827882254,0.7253232675519448,0.907877569665442,0.9777585268993092,0.6283565269126951,0.6933609920140307,0.876691785631925,0.7308331337891406,0.8140011855130438,0.3523293226043941,0.28039154165271185,0.7716898250748502,0.6548706561865819,0.7597886198119704,0.7469498969300193,0.9366535623285065,0.7616078642011295,0.7267551248190516,0.7067338186726095,0.7229521063924355,0.7213628327560039,0.7758647032529593,0.7008128700492234,0.7565580502363868,0.7272308922292623,0.7412574479390355,0.8710059214619131,0.37226013248685946,0.6335809244584306,0.7134232048494917,0.7347940781935764,0.6749938139621692,0.5022962770659541,0.5596948798204047,0.7503790695348693,0.616770044943372
5R80,0.7660374188158091,0.9888709320103336,1,0.9940794217243007,0.8555446990371594,0.7023604261024448,0.7154694800707184,0.48508020494695403,0.7641545385980631,0.7195486920066618,0.884706682791964,0.9758532030316726,0.6120278192121605,0.6711637244812213,0.8484280150103826,0.7077885651296302,0.8027676687662315,0.3269048065136526,0.2514125397244487,0.7553998501039283,0.626672945594828,0.7373396552741999,0.7220415458908608,0.92458354653186,0.7381909249599993,0.702950311340316,0.6808014237011735,0.699065688571216,0.6957905506576719,0.760131782115007,0.6780711549049411,0.7407981286491458,0.7189944607400252,0.7261953387656617,0.8511388262337294,0.342521469183753,0.6158157200698852,0.7017685510493644,0.719951229758452,0.6800534363139313,0.4607875104646234,0.5424244047914646,0.7414210444988075,0.5989158610772811
5R81,0.7838415098760446,0.9958275844056481,0.9940794217243009,0.9999999999999999,0.8688423948116124,0.7168147895226867,0.7251074067451315,0.4999365058683075,0.7740925669460285,0.7374174989537085,0.903091533751666,0.9774530442232866,0.6370017897018162,0.6832647252042293,0.8633454458630472,0.7181979445884972,0.8203565805648615,0.34224162130193514,0.2576632810822128,0.7669082849489942,0.6414752959395739,0.7497358738051938,0.7353029925999869,0.9334820389725667,0.751248958693862,0.7170234246845126,0.6957592082099341,0.7119152648467582,0.7101109795636209,0.769638006703238,0.690643448980591,0.763445153124068,0.7266838689902554,0.7382348929446888,0.8638228759442739,0.3589249897204641,0.6292769409936827,0.7187370768954999,0.7285258382446365,0.6813753226812551,0.47648871106788665,0.5588451792704306,0.7497844177873231,0.615238673512172
5R82,0.9342611038530189,0.8685526656367242,0.8555446990371592,0.8688423948116124,0.9999999999999999,0.7581997350987835,0.7859789022316628,0.5249584097102051,0.9081647348964921,0.9074724641754289,0.9350842237454775,0.7584664338450497,0.8093631772454707,0.720048362989753,0.9192377074282344,0.7049883218302817,0.9572406009538205,0.4000474553734677,0.25856554611753935,0.7880907337722463,0.6568756582399335,0.8034078620971271,0.7760036684756269,0.7272471679684591,0.8018387106556417,0.7274800087845843,0.7429546303025193,0.7550220956205876,0.7619813386858277,0.7601676906968762,0.7169640878522455,0.8769384836086366,0.837371559891165,0.7467618149328049,0.7969701275232219,0.43672305734506156,0.7960043721697527,0.8749962023723521,0.8103038506672425,0.8590507321912999,0.5268319802963751,0.712960472018723,0.790049167749539,0.7666192697328541
5R83,0.7324867698427948,0.727776824847391,0.7023604261024448,0.7168147895226865,0.7581997350987835,1.0000000000000002,0.9910982360557249,0.9474661951236151,0.639828654295835,0.6628305520129286,0.8529029481531967,0.6571555332780243,0.6572805324530941,0.992645400844629,0.8640750343770226,0.9669617993369992,0.7598069023470214,0.8514046251335626,0.7772689767788401,0.9763254938141873,0.9835941686328421,0.9912169053173125,0.992790165450966,0.6874277310862635,0.9910725529160731,0.9954173567569918,0.9980554509561192,0.9956344443829911,0.9949309841825631,0.9594095653045528,0.9844115265598454,0.7275645485750807,0.9155198467958938,0.9546421361778373,0.9102573198497074,0.8382800195294398,0.6952540827323396,0.8078449564135844,0.9706430836811245,0.5400152211687463,0.8458773402924238,0.7746326047197735,0.9453479184587127,0.8349360435081097
5R84,0.7580095802535853,0.7318974142974052,0.7154694800707185,0.7251074067451315,0.7859789022316629,0.9910982360557248,1.0000000000000002,0.9267950159687501,0.681690966667268,0.6968701747600733,0.8634756371760073,0.6522700992026667,0.6798527411604548,0.9909563826540337,0.8693817034240376,0.9653503603876342,0.7873284703355476,0.8299111673026234,0.7458739659807672,0.9808383863578812,0.964402296216861,0.9924687352151497,0.9902714683898395,0.6853419872909212,0.9915020444241928,0.9851266577405956,0.9881917228656102,0.993594899144197,0.9934202415501705,0.9633411284164087,0.9817907375969317,0.745426417046867,0.9414662456447511,0.9590174550610401,0.9120354850390324,0.8203735760491458,0.7106288564915053,0.8298510100839567,0.9839557425532994,0.5834323876687685,0.8165403400584816,0.778724981540395,0.9580470780660229,0.8417381503633047
5RE4,0.5290280945305901,0.5148904972296842,0.485080204946954,0.49993650586830746,0.524958409710205,0.9474661951236151,0.9267950159687501,0.9999999999999999,0.42434825906441553,0.4555164290438609,0.6677939076042556,0.4666108944472017,0.5066170450063094,0.9609766393158127,0.6950250220419465,0.9320097848016518,0.552582455782845,0.9388567435261868,0.9054624308708971,0.9085978715057411,0.9766301030479863,0.9173550853399364,0.9312567412137656,0.5278389336673797,0.9169551058308821,0.9546174263803708,0.9546974916045563,0.9457166017686067,0.9433430636509151,0.8967983536474124,0.9537336073800766,0.5585397392741115,0.8121565642663836,0.8976200823568974,0.8044933319797484,0.9097845041856674,0.5600496052931233,0.6593190819890834,0.8952129360604979,0.32760352868308984,0.873797512681197,0.708554926676266,0.8686292538017245,0.7587404631769057
5RE9,0.9048939121244078,0.7679633827882255,0.7641545385980631,0.7740925669460285,0.9081647348964922,0.6398286542958349,0.6816909666672678,0.42434825906441553,1,0.907144887432839,0.867552253854653,0.6680816191104484,0.8390242518337858,0.6210115005549471,0.8327010468185408,0.6248503904087729,0.9279205504604816,0.31380055411743457,0.1945252094363716,0.7106154023875313,0.5400764924490873,0.6728019261865275,0.6422592009090174,0.6846035757217377,0.6690710099407008,0.610730009982768,0.627195270691706,0.6355903375728778,0.6494859960898509,0.6813987826449515,0.6222461265678114,0.8859301396358827,0.7584605728359076,0.6619810342579775,0.6880767869255618,0.4060677761167946,0.880742763955346,0.8297605929936716,0.7334407905405681,0.93923516721242,0.519385340688242,0.6638321218861714,0.7041151287905015,0.7181899148194829
5REB,0.984942715935098,0.7253232675519447,0.7195486920066619,0.7374174989537083,0.9074724641754289,0.6628305520129285,0.6968701747600731,0.45551642904386086,0.9071448874328388,1,0.8305132537297921,0.6136696494325858,0.9548806629953186,0.6326356844397889,0.8019257979727498,0.6114829858432965,0.9759548166655932,0.4120891998632703,0.21273479335254195,0.7152690587303738,0.5664668010581061,0.6963170298172356,0.6667071518307004,0.6147830380010278,0.6939627203610124,0.6331142680269121,0.6575631975706394,0.6539764886001638,0.6654141602384344,0.6892269436612564,0.6414135194909323,0.9551409848234476,0.8147208602771666,0.7131564168033628,0.6944444626471471,0.4655922944099633,0.8200423006624887,0.9345499664014911,0.7656013666141467,0.9075053238068499,0.4688241583014649,0.8292428676504107,0.77086849514028,0.8531361728972461
