Input,5REJ,5REK,5REL,5REM,5REN,5RER,5RES,5RET,5REU,5REV,5REW,5REX,5REY,5RFF,5RFG,5RFH,5RFI,5RFJ,5RFK,5RFL,5RFM,5RFN,5RFO,5RFP,5RFQ,5RFR,5RFS,5RFT,5RFU,5RFV,5RFW,5RFX,5RFY,5RFZ,5RG0,5RG2,5RGL,5RGM,5RGN,5RGO,5RGP,5RH5,5RH7,5RH9,5RHA,5RHB,5RHC,5RHE,5RHF,5RL0,5RL1,5RL2,5RL3,5RL4,5RL5,6LZE,6M0K,6WTJ,6WTK,6WTT,6XBG,6XBH,6XCH,6XHM,6XMK,6XQS,6XQT,6XQU,6XR3,6Y2F,6Y2G,6YNQ,6YZ6,6ZRT,6ZRU,7ADW,7AHA,7AKU,7AQJ,7AWS,7AY7,7B3E,7B83,7BRP,7BUY,7C6S,7C6U,7C7P,7C8R,7C8T,7C8U,7CBT,7COM,7CX9,7D1M,7D1O,7JKV,7JPZ,7JQ0,7JQ1,7JQ2,7JQ3,7JQ4,7JQ5,7JYC,7K40,7K6D,7K6E,7KS5,7KYU
5REJ,0.9999999999999992,0.994528934664949,0.3920575615935122,0.8964078495948996,0.5351151636225157,0.48246020916636634,0.9924093026939639,0.4211393715576517,0.6825135957269224,0.9529740263648842,0.8886333789141139,0.3023896203078237,0.38710734330217955,0.9817068502596222,0.9276944343716904,0.6785936868986393,0.7009411040948909,0.9094166088762066,0.8223490950996476,0.845277064703309,0.9288028034345669,0.9114292880997372,0.9013983334024803,0.2157002746776868,0.9768984220838527,0.7001260073403907,0.41364337406079293,0.5945415308305638,0.9910984027822364,0.7002807352165523,0.43817575922445695,0.9694651685473613,0.8667683654462273,0.8580371262488093,0.9039443321479217,0.8729802196408468,0.7991365746368961,0.4207182877884367,0.9826226745243781,0.6626904261030765,0.9876670572299554,0.20902582856628033,0.2654445137057323,0.27083273268430347,0.4333898512121598,0.7104223464584491,0.6610885181873585,0.6803071888054246,0.8521988111065139,0.2797620370704701,0.30752568152427345,0.35874550330971877,0.29557135697604187,0.384112941568964,0.3498493194534861,0.22041561993715517,0.19557660774620614,0.2752935946442866,0.2911045728336142,0.19866260704748617,0.36658171736110295,0.27204811464459955,0.145946481439082,0.18576404434494517,0.14368996381816562,0.14417040404982243,0.1702145301821633,0.1710932981309055,0.35928146143441914,0.4433543956294225,0.44672939040271065,0.21359565211186504,0.16423599100466077,0.16668807208152678,0.15040705970666904,0.2224882562047023,0.38288909096025703,0.29421967269936566,0.4868994905370138,0.22693874471147898,0.6733026036449904,0.5091271969882221,0.900756668117585,0.15485396547641894,0.39314230989851445,0.1629755972507024,0.2754866592989734,0.17709801597207847,0.23964225930609973,0.10818322271456894,0.21819965787992263,0.27792588081133934,0.1900603833348195,0.1159550102720049,0.2595917977383161,0.14418705083777872,0.3523887280523994,0.18778061116472622,0.09054868082794988,0.09070391739668837,0.10668415658487228,0.07688268638324323,0.08305286680073155,0.07647284558082686,0.16956833727234227,0.13645090240677643,0.15469757272917065,0.13823048388898296,0.06841076438788611,0.03659721387571971
5REK,0.9945289346649492,1.0000000000000002,0.4063799311042558,0.8983195553031069,0.5609056634912221,0.49560742524973894,0.9958762048517665,0.431511250609959,0.6870241306709775,0.9478203850372154,0.8879537029775623,0.32394409516312206,0.39913832008025085,0.9922362560323107,0.9284418291244745,0.6942341298702698,0.7063820842815668,0.9192168330948387,0.8165624574699978,0.8409818793424951,0.9294020684879075,0.9126459551470784,0.8977483914283646,0.2356693417032455,0.9629246958674034,0.7058177739665749,0.4287163181988132,0.6038171453053275,0.996909130239649,0.7035064414474033,0.451110547416526,0.9532197752826931,0.865247633925473,0.8419308495315262,0.915414127288451,0.8714883952076682,0.8058483948465316,0.4352636965891385,0.9857318975602941,0.6705307993598665,0.9959833689768122,0.22654666675867818,0.28107077060655156,0.284152647724865,0.44660697779783487,0.7054680799212348,0.6585803157837169,0.6932606906899805,0.8451182009358148,0.2902648098610178,0.3188222705650247,0.36656800454382316,0.3074683953474438,0.3904961436249381,0.3604023188597078,0.23397796153277436,0.20540529063738627,0.286799424323832,0.3015933453847403,0.20961598223437786,0.36801150204907335,0.2851259615315828,0.16252784783467872,0.20066149295779503,0.15900680529237918,0.16003896752837454,0.1884143696755202,0.18732568983113534,0.3658627714589827,0.44105011034747765,0.4433552994303882,0.24118659987494914,0.18190289029156886,0.18077231014177184,0.16767695335947963,0.2543858838895215,0.4146433383574226,0.3061008623307349,0.49838438649057804,0.23783180780550217,0.6687219288395744,0.5154410542158325,0.9009984892216384,0.17274175315691984,0.4105763843526162,0.1802550321975421,0.28691607048346784,0.19013528476550795,0.24746402995362274,0.12570370514556553,0.22974108001399068,0.2881653127052282,0.20569923456892658,0.14179330129757864,0.27148043945771705,0.1553311389616369,0.3586165711831798,0.20054352315214996,0.10765349060328364,0.11011286736564535,0.12528550044388942,0.0940387590910564,0.1014983518104172,0.09566663487422772,0.17939065269054805,0.15507245848585138,0.1727666477542227,0.1540769963135513,0.09763123832314226,0.06753840858068383
5REL,0.3920575615935121,0.40637993110425563,0.9999999999999998,0.5156268344285676,0.7667313313390733,0.9874833977835928,0.4209347812413054,0.9901029447179264,0.7094377351239005,0.3358762904154711,0.5209128845502239,0.9867228339111506,0.9941192466410242,0.39768975224394026,0.4448825624879038,0.7228585623488891,0.6686866790097505,0.4914760903747221,0.6485832971252382,0.6504535313837155,0.5104206223131227,0.46726111813924615,0.5378709014580825,0.9428052328847168,0.45499946628583904,0.7231907068686911,0.9905314932179873,0.9366067659630926,0.4048712033241751,0.7392444479491367,0.9884639766754362,0.5044508514155515,0.5576417975929051,0.6275819894387125,0.4882170765730256,0.24034991521138396,0.696821213316376,0.9814425605878367,0.40985286900530027,0.803054749629153,0.40744418513234176,0.8616223203893568,0.8840022424278491,0.8849300884989457,0.9896765670412122,0.690723704061654,0.6594668891563665,0.7065549052477874,0.5561862467082367,0.9029327449928811,0.9136058678808848,0.9104923757813854,0.8948314680246102,0.9259757887471886,0.9298294981910217,0.8478925016992458,0.8454310000575412,0.8377094174102508,0.8433113282010016,0.8040576866498508,0.8536555452130983,0.878447452928868,0.8230859003010763,0.7790601171604584,0.7619231187835889,0.7253852058781427,0.7474441736967431,0.8395654801443584,0.8496640422455183,0.845319335593642,0.8674254466024233,0.5632945110392188,0.8350517837255808,0.7270525686052949,0.832067918437583,0.5247647153260119,0.6773197714232503,0.8593685243178971,0.9091349249751706,0.9220087306058786,0.7818857989586941,0.9119657302240987,0.5164111253593276,0.8432542354043335,0.9334062232980551,0.8407932101304438,0.839825883828552,0.745352672227278,0.7200226382367058,0.7238802840750652,0.8183437388440223,0.8244643020519009,0.8357014838213971,0.7034695957554531,0.8363260217232158,0.746193676419009,0.8543003099666459,0.8511121050399756,0.7362113171348041,0.7602001242984375,0.7736762396923529,0.7167437359568246,0.7429800242101544,0.7420265932579394,0.7564437862412854,0.832896673260368,0.721760345284404,0.7204500913138172,0.8658476450354695,0.7133647586454291
5REM,0.8964078495949006,0.8983195553031078,0.5156268344285672,1.0000000000000007,0.7078061350467464,0.5882528973723952,0.907604274441046,0.5368225966363005,0.8815209326794421,0.8210167760045619,0.9830317800914264,0.4438551914515773,0.5007171572894816,0.9263671598033948,0.9250391160114404,0.8628730524502569,0.9021258690115317,0.9697298013930334,0.8724930857092427,0.8802684072064453,0.9394129920714691,0.9524258286397316,0.9702474335202892,0.33929005108373156,0.8651754869392954,0.8885423379554024,0.5234962893553533,0.7319070965852119,0.9130813038710224,0.8867881800559729,0.5446264947680766,0.8780453527137466,0.9859902118367226,0.8108007634120812,0.9617220035369832,0.720457826780606,0.8134184061843425,0.5338048939425941,0.9375208418515862,0.7935108550406081,0.9113413191907244,0.27189888325009554,0.3211655401626263,0.32439076231324715,0.5416453857283453,0.6924499037300272,0.648366473639027,0.7100707663189274,0.9662167511771551,0.34340853475819344,0.3768275152962862,0.4122472995673503,0.35307720144355004,0.4440025479211427,0.421177098661731,0.27115123826909726,0.2451639473857893,0.2911983191886496,0.30421622377042823,0.22022233239256375,0.3716968485773462,0.31149033165525813,0.19596368734622205,0.19815293051412927,0.16325266464901833,0.18086109052182542,0.21064793299192855,0.2269856878284934,0.39526785613041243,0.43028901554075544,0.4339745296478971,0.1886949100787342,0.21368664127460202,0.19672068880803453,0.20783208158666028,0.18571271641686884,0.3942948443941931,0.3104544988895445,0.5604451120785661,0.312564446951174,0.7177615436152991,0.601056527430505,0.8787412125967977,0.21938333807549837,0.48269283627249565,0.23277471018697604,0.2909639292158115,0.21072947792760974,0.22110165880432417,0.13597616682215333,0.24791119660078562,0.2820268937007926,0.23879849933768205,0.21719206135372407,0.27141535454746973,0.17940534261172797,0.38907793615288305,0.24381513542194297,0.12050813339924879,0.13990431146341542,0.1566311013330428,0.11788658694119379,0.12203942988218532,0.11945066861740747,0.20519431771552202,0.19571218731924322,0.19131078874439755,0.17267641002569922,0.2618143942949755,0.1868007303715218
5REN,0.5351151636225163,0.5609056634912218,0.7667313313390728,0.7078061350467462,0.9999999999999999,0.8138656556555836,0.5656167777841348,0.8129052409564763,0.7930420293344274,0.5033363062978754,0.709676066750742,0.7476134247016638,0.7605908696197081,0.5812591074808076,0.6728442017256253,0.7726934297339159,0.7460719810200738,0.6871603666221316,0.677960935223323,0.6855557836474269,0.7129979206877032,0.6941851607290781,0.6958443768245423,0.6897468433563579,0.5414677906245257,0.776171553086632,0.7856803510558095,0.865519202907145,0.5843668692682258,0.7926191040568138,0.790976100900348,0.56821399395551,0.7332294396221448,0.6379973542868401,0.6959777951657912,0.42300614382829577,0.6447999997555042,0.8020872414646405,0.5945511785562094,0.7488315462285949,0.5655000063888572,0.5622268208034046,0.5820439743929312,0.5963648639845401,0.7950360501172377,0.6269044154232334,0.5934517532533126,0.5938601134294483,0.7198264030511412,0.6428201499423201,0.6719610831747578,0.6629814293507484,0.6285701886568041,0.6926431176547939,0.6916527807876031,0.5289881272350712,0.489565040674172,0.4980900049242492,0.5101714941070116,0.4818067831985796,0.5768845950030372,0.5800988498877117,0.4963635092597021,0.4615680835533961,0.41880980291187614,0.48595242348864315,0.4912161182065729,0.5437054437524662,0.6411425796245368,0.5664327233648264,0.5844195851521744,0.20981548194743652,0.510100379927515,0.47959385021453094,0.526265689299553,0.1833852905837856,0.4293775192856689,0.535738217476084,0.7053502910245879,0.6130074311650993,0.6345836408078399,0.8578070821244925,0.6995310580458229,0.5466300067260665,0.75925256463056,0.546711996334536,0.503237875022482,0.493015749551571,0.4272432678496935,0.4202759324201844,0.4796369694154505,0.48337539892990894,0.5463777706575141,0.6681722627844159,0.4962762889855158,0.47992344601054915,0.6412433153834891,0.5485931807404281,0.4083223725087228,0.45937781539233385,0.4658605125317918,0.4004258720227466,0.44320895293590734,0.43687082342517264,0.4928242147474677,0.5251830880864279,0.4853306423599102,0.47795863042834713,0.720176232485595,0.6646523402832728
5RER,0.4824602091663661,0.4956074252497386,0.9874833977835927,0.5882528973723952,0.813865655655583,0.9999999999999998,0.5109771102604379,0.9882997763309229,0.7616924768118457,0.42233470904807396,0.5958828073155982,0.9712343927094227,0.9834265157642477,0.4894030193126278,0.5295438826385442,0.7564789365036974,0.7176109089702991,0.565478692377015,0.7198862109266538,0.7139046128717433,0.5920466115231305,0.5510492051354263,0.608705883384231,0.9203215620047136,0.5350988510611548,0.7606216290144101,0.9818273252211627,0.9667636409254748,0.4978462981302419,0.7841929883030728,0.983617322348326,0.5814299013105204,0.6307227790420553,0.6854082859574036,0.5759172324189206,0.3198492351840391,0.7579014795286979,0.9857197122162674,0.5011375658046817,0.8453091783033528,0.4960246742457205,0.813861665212422,0.8408863956320439,0.8446401247596826,0.9854041482510809,0.7316407650973591,0.6920828684033795,0.7573348842530742,0.627531253949013,0.8653599579786836,0.8803639312631241,0.8800544720617013,0.8564938868885449,0.8992583243700014,0.9005708352788051,0.793599422851797,0.7867408197400485,0.7898103255576598,0.7980896715185767,0.7510978614197008,0.8258220137955951,0.8346257077019721,0.7739875306944406,0.7312676846440684,0.7049348524254907,0.6961727743229312,0.7142757928435719,0.7942137105613036,0.829672354311247,0.8229935600778728,0.8416998042670039,0.5089568373161522,0.7883511427970739,0.6972420437162891,0.7855458728136573,0.47509209790610396,0.6557175548521759,0.8178065507173126,0.9056474146066795,0.881370884792091,0.7884809443222307,0.9367137827842571,0.6052646323686071,0.8006253707668989,0.9314137740627848,0.7981393403876285,0.7917765869869937,0.7173767789661145,0.6853988827844886,0.6732762085133523,0.7646872384492365,0.7764668767379247,0.7944514870648808,0.6965655040912234,0.7883469645419477,0.7096608520020425,0.8335625175980831,0.7986324329551566,0.6805047251068348,0.7044546256637577,0.7180041262958679,0.6659875477432786,0.6888611337630701,0.6868921949535526,0.7220096841397798,0.7851684622882782,0.6985296234634808,0.694847609091054,0.837628731662398,0.6975318760415704
5RES,0.9924093026939639,0.9958762048517663,0.42093478124130557,0.9076042744410464,0.565616777784135,0.5109771102604382,1.0000000000000007,0.44643026228767985,0.7184034862031115,0.9310080814970285,0.9020778096108603,0.3415504772282038,0.4126358607329621,0.9903131958634761,0.9246031173224248,0.703522190808938,0.7359144754531052,0.9125470097516812,0.8455659571971085,0.8675261674886391,0.9286407734990386,0.9161428058853933,0.9098990939350625,0.2533009232884962,0.9597696223205738,0.7193351912725541,0.43967510069695703,0.6257674854056685,0.9931287015598633,0.7230150213848857,0.45986616663927804,0.9583678309021054,0.8795047861870198,0.8349952658366924,0.9099420008709375,0.8428890745624109,0.836164289223275,0.4487229067638088,0.9856320161045697,0.6962445696339216,0.9937337594274244,0.23660892166307101,0.293500003423719,0.29540272585619803,0.4555747273122443,0.6927467162227902,0.6382195723036032,0.7274946356409201,0.8656817441341954,0.30028711452687384,0.32910544158976857,0.3756817359437113,0.31718455193568146,0.3990763571549358,0.3705349654132876,0.23927223244568296,0.2096217631658605,0.292546259011562,0.3061451147461863,0.21303616141244797,0.36975177588708363,0.2912771926389766,0.17066327457163916,0.20268404505480547,0.16106919570366932,0.16311740008937547,0.19351633242834262,0.1942940850665686,0.3685185888633956,0.43790585882489924,0.4443807735378467,0.22423292094087766,0.18932574419033532,0.18371731955000004,0.17459566066982396,0.23600186480548918,0.38826518702442486,0.3120056576014949,0.5099241581318714,0.24749640520782779,0.6751568573308065,0.5201425707254825,0.8914100838891459,0.17923513434194727,0.4121589050921034,0.18697449903491795,0.29160269619509604,0.1929757206683749,0.24343750201554443,0.12959997380838614,0.23473151586248497,0.29267582537642,0.21043199542383095,0.13310174682273193,0.2760008797646257,0.15941220788194221,0.3626397916411482,0.20897331970731803,0.11350583292662612,0.11779919174477915,0.13333716367759296,0.09988356640299165,0.10895318406493915,0.10292623164226986,0.18442341217889566,0.16162729439352147,0.1747706142566936,0.15678924555012042,0.11362620889149347,0.06109081350473039
5RET,0.4211393715576519,0.431511250609959,0.9901029447179265,0.5368225966363002,0.8129052409564758,0.9882997763309221,0.44643026228768007,1.0000000000000009,0.731761918948562,0.36267223028757756,0.5521677731723847,0.9797450999169843,0.9874670033976265,0.42712080180208045,0.4681681473638511,0.7301379132525515,0.6860712476217713,0.5182612229319233,0.6727140133579518,0.6653117336822889,0.5315232731746027,0.490209745959849,0.568017328688278,0.9435706008869177,0.478065687619421,0.7312963933470324,0.9902322271883164,0.9463020117232932,0.4356673157637534,0.7543073056221594,0.9896654772836618,0.5279437550958254,0.5896402739521436,0.6485518104195762,0.5264449836571334,0.26606162796794675,0.7058685859265244,0.9882403547130567,0.4404030236228309,0.8123728079614709,0.43169508755022107,0.8308462704075597,0.8519759364194239,0.8568018064413379,0.9903699731561503,0.7050882859084189,0.6732735115648477,0.7079352547706087,0.5886936933847031,0.8829979351804211,0.8959996781445607,0.8934361486652207,0.8703902062387101,0.914232038239548,0.9162414644965715,0.8146988950830442,0.8084243747208916,0.8019728919884546,0.808918919346104,0.7712793001488445,0.831503832895684,0.8526218315393128,0.7868590939726879,0.750447900549437,0.7239661956964278,0.7069838347357698,0.7224903306063728,0.8094879368273706,0.8342473469508213,0.8190785932820049,0.8374543222031184,0.5235766010328048,0.8000865251800602,0.7070647152124702,0.8008247976974727,0.48753166684460014,0.6664984675281848,0.8304517431299486,0.8967188193788633,0.9036993812870572,0.7649326391784208,0.9324167325493101,0.5524081666734082,0.8146331868308256,0.9462972965695646,0.8113230844378123,0.8049931022673444,0.7208465917775772,0.6891103316072825,0.6916905146025332,0.7844661177418069,0.7886270957002239,0.8054643912983362,0.7459581207494715,0.8008369317464469,0.7206929670527078,0.8385791420742298,0.8243196323737111,0.7007517726381316,0.729313750313554,0.7449547044257022,0.6793681664889621,0.7099029437219156,0.707259517286957,0.7307922591609914,0.8017912504422253,0.7071809671050198,0.7018901518545188,0.8723618602111232,0.7572187188255519
5REU,0.6825135957269222,0.6870241306709777,0.7094377351239,0.8815209326794418,0.7930420293344282,0.7616924768118462,0.7184034862031116,0.7317619189485626,1.0000000000000007,0.5758972269751991,0.897747420700974,0.6661974289979302,0.6958097108320234,0.7146961827271524,0.7418018589281232,0.887435825572367,0.9888092324049053,0.8052243435281867,0.8990665076772063,0.8970817791332859,0.7897951755272251,0.8071562721864558,0.8734595716525917,0.5927892698072128,0.682743061038353,0.925633349737074,0.7089482636496592,0.8770807833468849,0.7027137378551034,0.9673366626524164,0.71669292405552,0.7278389276320961,0.9196052737429852,0.7150756664872251,0.7949369439469129,0.4540426169120534,0.8557086472178117,0.7193713045530685,0.7342714867062047,0.9243307579213003,0.7030407296972775,0.4900549377898166,0.5303212150022844,0.5295551576142263,0.7150918404703868,0.6643116135859933,0.6064176444551463,0.8131158952486657,0.9388092221729613,0.5482469294842455,0.5802757770880067,0.6008018720202674,0.5565026419400636,0.6281350738358129,0.6204827546138647,0.46478766400319266,0.42949942993882484,0.4693672350235364,0.4780390326738424,0.40188841307979906,0.5239128060988099,0.5061628588594196,0.4181878976987597,0.37870593546680276,0.35314630036537115,0.3727039671143371,0.39323429047823155,0.43789101876870024,0.5486294751621515,0.5363238236689987,0.5573170852144026,0.24879127730866873,0.4310643200266896,0.37925677063897006,0.42371144630831714,0.23367846936482728,0.413198180787343,0.4950739090515262,0.7164655241569872,0.537323534165975,0.7555395662795193,0.7387735115891026,0.7358661102787384,0.4355323381667473,0.6345958992987618,0.4428495391811482,0.46606444354144405,0.3955182524290015,0.3566731033811771,0.33000246111558734,0.4372521118398645,0.4533839347911289,0.43577608897905107,0.3542410563366817,0.45114843136893346,0.373521836787093,0.5490553564566681,0.4625083215937251,0.3282585306746942,0.3588686075373528,0.377126864484587,0.32365682642522664,0.3375454861107739,0.337272695903853,0.3956534280738556,0.4160673551663481,0.3759160437854707,0.3636200903434973,0.5388009943919931,0.3535303821434178
5REV,0.9529740263648844,0.9478203850372156,0.3358762904154705,0.8210167760045625,0.5033363062978752,0.42233470904807424,0.9310080814970281,0.3626722302875772,0.5758972269751995,1.0000000000000016,0.8189163210677171,0.24956823331349148,0.3308930062157205,0.9267785669477865,0.8971287504773724,0.5958775291429745,0.5962764071885194,0.8551062575566097,0.7264340107434011,0.7492489307663042,0.8918803126293374,0.8665632858798841,0.8206745028153768,0.16943583162921677,0.9389128560687054,0.6071185196583396,0.3567922123195399,0.5156266994550833,0.9393707197918987,0.5970205601667743,0.3839126901365614,0.9024969675390673,0.7800209910073124,0.8207501166408324,0.8480222209609866,0.9465224093013593,0.694941677547507,0.36865984613501435,0.9228862151601002,0.5715078725304588,0.9387202991604394,0.1753454423915687,0.22029963892263943,0.23054433015571232,0.3810589670314128,0.6913319551615096,0.6556498782737172,0.5836529225899262,0.7628922983368884,0.23580265936823241,0.26696638874742706,0.31201513248463253,0.2506450278407483,0.3339924715224679,0.30179728367604536,0.1825825173713097,0.16340001769515355,0.2300706768954245,0.24688969053210993,0.16741440213956,0.3346489461904771,0.22700581436814757,0.12353020584401815,0.16692543800404636,0.12341964356182973,0.14063042088744263,0.16611654299550913,0.15335343793344172,0.3250750973991619,0.41784636693607025,0.41651029537742396,0.20429506427161379,0.13945252704765077,0.15740115225454285,0.1348204247599797,0.2121936035984929,0.39516450645314516,0.24902712053280499,0.42625133035079005,0.1842084634114726,0.5879248695809289,0.4756650996812634,0.8690907264104546,0.1446752828539117,0.36350868119205454,0.15059023300152574,0.23206701280511646,0.16949780498143033,0.21407204547654582,0.09055892863363686,0.18151064665428693,0.23298083882939463,0.17754824055989668,0.11092711044502587,0.21954009773692762,0.13758352829973441,0.317768958474786,0.15183864186768334,0.07205728441640917,0.06879722626497155,0.08239733946357129,0.06281994740085467,0.07026714772280337,0.06435058038832472,0.15707581097457324,0.12365597851418803,0.14890517649035295,0.13591656557938306,0.04563472508258237,0.0355075870443722
