Input,5REJ,5REK,5REL,5REM,5REN,5RER,5RES,5RET,5REU,5REV,5REW,5REX,5REY,5RFF,5RFG,5RFH,5RFI,5RFJ,5RFK,5RFL,5RFM,5RFN,5RFO,5RFP,5RFQ,5RFR,5RFS,5RFT,5RFU,5RFV,5RFW,5RFX,5RFY,5RFZ,5RG0,5RG2,5RGL,5RGM,5RGN,5RGO,5RGP,5RH5,5RH7,5RH9,5RHA,5RHB,5RHC,5RHE,5RHF,5RL0,5RL1,5RL2,5RL3,5RL4,5RL5,6LZE,6M0K,6WTJ,6WTK,6WTT,6XBG,6XBH,6XCH,6XHM,6XMK,6XQS,6XQT,6XQU,6XR3,6Y2F,6Y2G,6YNQ,6YZ6,6ZRT,6ZRU,7ADW,7AHA,7AKU,7AQJ,7AWS,7AY7,7B3E,7B83,7BRP,7BUY,7C6S,7C6U,7C7P,7C8R,7C8T,7C8U,7CBT,7COM,7CX9,7D1M,7D1O,7JKV,7JPZ,7JQ0,7JQ1,7JQ2,7JQ3,7JQ4,7JQ5,7JYC,7K40,7K6D,7K6E,7KS5,7KYU
5REJ,0.9999999999999996,0.9964991673400072,0.9860069430090201,0.979513895795269,0.9813806645225569,0.9843606580285207,0.994598379887532,0.983863589572299,0.9854423821980647,0.9912744484853364,0.9942813552596407,0.9732527390338802,0.9795315017148575,0.9905858818616019,0.9823222487914804,0.9901614220897088,0.9897181141850393,0.9898053126603349,0.9846605713765036,0.9852378978255056,0.983695838056124,0.9911288166004096,0.9926715850028922,0.9743278462726369,0.9774496267037757,0.987845412724431,0.9839765952811649,0.9839552465812663,0.9980127183682903,0.988596542245713,0.985213470587017,0.9789434275780494,0.9895283260046677,0.9962487251296391,0.9928118736819103,0.9870356093682885,0.9872493849860663,0.9852229916789819,0.9966373553299552,0.9925924690732073,0.9865423231251959,0.9523797051405648,0.9063023906617309,0.9250605906693856,0.9373355015425078,0.9936602556785441,0.9953338963599097,0.9871042059949214,0.9828532982950555,0.9665584006505178,0.9212922522184686,0.9533868951582413,0.926658015064615,0.9324176333690192,0.931238775178134,0.9673029495314059,0.9666491661643134,0.9643953944549121,0.9481073305522255,0.9614162105663697,0.9642806996267774,0.9489326568740082,0.9558689118291898,0.9472287912203989,0.9478030384420698,0.9500951769034323,0.9442567235443895,0.9556989958559869,0.9652839036703476,0.9612713420939067,0.9729928087619626,0.9632888897137889,0.9722396173587036,0.9509937483200992,0.9553128350475532,0.9752298201175704,0.9939953611511153,0.9603893665894745,-0.1333671913339477,0.5664307372141077,0.9683260118540316,0.9851847461540237,0.6448200039051922,0.959841620951012,0.9914312626579569,0.9608640985567933,0.9661255257645289,0.9464532360642716,0.9388081890816684,0.9436293448989821,0.9698064894527304,0.9544546693510958,0.9498919939885713,0.9871163540311577,0.9609362135166486,0.9523696919617619,0.9647074250814075,0.9626548285112438,0.9583345026737708,0.9411925876472775,0.9509958836915909,0.9583066366254891,0.9024758630223553,0.9406882630216207,0.9570628641972125,0.9508451062161775,0.9533375491073826,0.9486094182202692,0.151226631128901,0.9866376980375979
5REK,0.9964991673400075,0.9999999999999996,0.9867364331134927,0.9774648944442401,0.9777216231047536,0.9835774196141377,0.9995366403398952,0.9845935664290926,0.9855598176086877,0.9857938742571887,0.9965756993486176,0.9732470285942801,0.9804396568516585,0.9982425403600466,0.9910228878477202,0.9930307896968196,0.9918856516475936,0.9932994886626008,0.9873880411904624,0.9901560607395397,0.9820423108927402,0.993363761113978,0.9944043628366719,0.9710341339257477,0.991018326816901,0.9907426800072421,0.984830113368777,0.9861113966963784,0.9994459810956502,0.9902998579797164,0.9861962621057749,0.9868286558044349,0.9916786797502193,0.9967811895796794,0.9990471908743332,0.9905133922915995,0.994309550559093,0.9858612754791444,0.9923477703134723,0.9943772490589367,0.996513212821003,0.9532378511033163,0.9077615412172653,0.9277112879270468,0.93881336142217,0.9967649484767062,0.9966890447218204,0.9930059879293333,0.9908357110501749,0.9696342254796961,0.9280953550192274,0.9550645139997732,0.928833029981504,0.9361458459413681,0.9336534005833987,0.9678074053558567,0.967028536446873,0.9668615272578498,0.9512624929154835,0.9605056772637474,0.9634823649232861,0.9477895806888872,0.9575267881452822,0.9484971080605025,0.9440454663340329,0.950109739555524,0.9437440589864184,0.9558413761339764,0.967785275179948,0.967196564798423,0.9776067198117103,0.9717231337888927,0.972499172705589,0.95044911563975,0.9556330028944287,0.9784319043125572,0.9932159131630548,0.9621766922622613,-0.12528867817421113,0.5411826939926789,0.9675005222427883,0.9831961338072329,0.6545302401643086,0.9584407716112704,0.990752160599197,0.9605632292697939,0.9675167174550694,0.9475778642011865,0.9373699449857542,0.9425088433689202,0.9712665912959713,0.9566641426720426,0.9514717441860122,0.9854005736193966,0.9618493867904687,0.9527609810497485,0.9651621333095385,0.9589775465628582,0.9567262075039055,0.9354918707476825,0.9500078402379506,0.9530921662026026,0.8999661790602258,0.9363264859587039,0.9572862618137182,0.9524495340942388,0.9531282209484784,0.948783408055236,0.137967407367647,0.9819124022026087
5REL,0.9860069430090199,0.9867364331134939,0.9999999999999993,0.9752314356559134,0.9879410877633255,0.9971966427740253,0.987904829107783,0.9977271265558593,0.989907521047533,0.9658651676463998,0.9888417527243111,0.9894744667072712,0.9934861743068834,0.9850220924130766,0.973791002901244,0.9905812359128533,0.9916640280434379,0.98268013362001,0.9893462868913966,0.9907196360803019,0.977190577907821,0.9861314303078456,0.9890840469751744,0.9909149249922801,0.9798703421940673,0.9919187981682438,0.999540097453927,0.9947241667410158,0.9880343184106722,0.9906839530959748,0.9989895338947135,0.9856812760908004,0.9875743058621013,0.9863025215309119,0.9844544020332411,0.9830412426202765,0.9881987745055997,0.9924449640080203,0.9818082304969465,0.9916099291479219,0.9822946098289983,0.9804972929882836,0.9482824787768785,0.9620137332810242,0.9549084589704815,0.9915234342968127,0.9913291582396726,0.9920206184144508,0.9851208164684476,0.9866633784133977,0.9553844477773181,0.9839742457240116,0.965666078886747,0.9702203896245625,0.9690410468582881,0.9891387669626174,0.9889115104654183,0.9893163566986862,0.978974520902741,0.9825717784911291,0.983664891567414,0.9798378773437931,0.9816227513998435,0.9686791200775945,0.9734325734847858,0.9732675564381443,0.9704315663342974,0.9781067507513033,0.9791962414522947,0.9872876585296275,0.9931410965462578,0.9799961253254785,0.9898961176141214,0.9750738132053212,0.9814736285808037,0.9834463611026429,0.9918996820493882,0.9865424743907688,-0.035060965032298386,0.48825933775264097,0.9518080508875617,0.9934681050005744,0.635950529193903,0.982121370133168,0.9955654139608683,0.9844871742674448,0.986490774012688,0.9708194148184764,0.9693869949821854,0.9714888352234324,0.9895073072125867,0.9816433707592664,0.9771597118567935,0.988681127816304,0.9859229073655953,0.9761227795122706,0.9799374391052103,0.982947903819062,0.9799279150147322,0.9652018503072413,0.9798839978384423,0.9712081889984335,0.920753294766811,0.9630525860533315,0.9773759204730859,0.9778690828264106,0.975906117064348,0.9721581069143412,0.22740828827176532,0.9934638225885606
5REM,0.9795138957952693,0.9774648944442399,0.9752314356559126,1.0000000000000007,0.9825730192837154,0.976567978334316,0.9762311230938608,0.9718799138422136,0.9879071108131511,0.966448171516291,0.986371542734251,0.9605850570990297,0.9701576577091922,0.9763116198847763,0.9663398312169107,0.9817442408777239,0.9865830195884802,0.9890459380765232,0.9924718517426958,0.9877030834861158,0.959235564434817,0.9686579847737516,0.992155572275748,0.9657583244517254,0.9664308502192601,0.975879614618672,0.9715828340528057,0.9724918403504946,0.9805047958460239,0.9841639193637817,0.9734905061061372,0.9871011504140733,0.9930866156481113,0.9696415542767932,0.9752929589402404,0.9880583034254153,0.9755861699382908,0.9708669257953814,0.99076269195468,0.9749525168212514,0.9723184378531553,0.9412017572618722,0.8956985733781294,0.9139601777328954,0.9140163125320786,0.9719901460347137,0.9731468841403697,0.9746772997612818,0.9822738803517644,0.9585141467139383,0.916528088833042,0.9429941283185646,0.9217005404674115,0.9259470852081171,0.9251722440868573,0.9564968856837565,0.9528258338620619,0.9589533787696777,0.9398806821411422,0.9500909991047991,0.9549873534534348,0.9402106918346116,0.9485383664712655,0.9357557249096887,0.9294726159669945,0.9414570536871512,0.9341247278633249,0.9450281330735111,0.9539357551310108,0.9529113580686719,0.9615511346985044,0.9609060217144807,0.9662751383929753,0.9446922690785587,0.9448106921370675,0.965636500612467,0.97900033218069,0.9522219455731432,-0.10549834955297022,0.510263177044361,0.9455219284421734,0.9783452059591529,0.6371242018912954,0.9497932792826321,0.9762837941826957,0.9540597475010215,0.9572262540232254,0.9373430609237319,0.9300437294442576,0.930002319944794,0.9583278256755632,0.94899297735326,0.941256059328179,0.9732278467356057,0.9528913403695078,0.9448481390600592,0.9519791271503895,0.9461366420646394,0.9482810350351616,0.9225181145556411,0.9402463005245218,0.9376777611000516,0.8861104226435692,0.9238753336200601,0.9512720722027749,0.9409850243865212,0.9428770230876273,0.9394122785191528,0.1643054529931468,0.9745134319020697
5REN,0.981380664522557,0.9777216231047546,0.987941087763326,0.9825730192837158,0.9999999999999997,0.9929067619241944,0.9778680266535129,0.9874044250864964,0.9878659143156474,0.9661085808431754,0.985901358937511,0.9847257376452574,0.9887733433890459,0.9742166665325674,0.9668172583427782,0.9877021977192475,0.9869345604982088,0.9803802379207701,0.9879254074899763,0.9867994131844535,0.9581710398439766,0.980861022796533,0.9848361774603637,0.9846459873196818,0.9640571176014844,0.9863429947318725,0.9866968591162275,0.9881310448580383,0.9811656465848724,0.9844830276068861,0.9901025230669434,0.9781032932599389,0.9868548377996459,0.9769608423446071,0.9753116888723166,0.9814464664272682,0.9800795855302414,0.9900492688350975,0.9835015322699185,0.9834856582713508,0.9698613286083497,0.9609425174550541,0.9193200170605047,0.9427185986963875,0.9159076864268164,0.9802595471638851,0.9811195661918595,0.9816432926291521,0.9774038576064527,0.9742465852864067,0.9384582078017735,0.9704694226293699,0.9501001963859645,0.9510042484751755,0.9530913242640342,0.9735252836570312,0.9685436990331308,0.9731203645283306,0.9607227174542062,0.9676854573084314,0.9718032010710734,0.9672299352647893,0.9676891608682895,0.9515971714296129,0.9540711304404171,0.962270777851219,0.9547468701629281,0.9634106596230536,0.9683760861753014,0.9664187722834445,0.9755653592688854,0.959044881133797,0.9793431913562148,0.9636292183322165,0.9657229004335716,0.965745689896969,0.9831444567975556,0.9712639529415962,-0.06686388017323411,0.4901045104797544,0.947736411810844,0.9916481186290499,0.6206686228858778,0.967379948162425,0.9894780486901922,0.9722543100749769,0.9732524796466355,0.9555488075338183,0.9502259362627868,0.9520560345918181,0.9745887101707972,0.9644007298865173,0.960758166697275,0.9845976858251159,0.969299696286113,0.9613196773897656,0.9695811677719015,0.9695604982486898,0.9659405984167642,0.946466325213335,0.9643531937984182,0.9565183799728572,0.904577903371581,0.9478122672910144,0.9651086282313737,0.9620620222964515,0.9594965811955168,0.9585275663817963,0.23843951636167549,0.9885217752014573
5RER,0.984360658028521,0.9835774196141376,0.9971966427740256,0.9765679783343171,0.9929067619241952,1.0000000000000007,0.9846310818734763,0.9976635674410214,0.9890212221383177,0.966030896309553,0.9883250015648325,0.9915806289714778,0.997322612624349,0.9812489164439342,0.9716377053757587,0.9899822966797789,0.9912038810765225,0.9807176592594514,0.9890275032808657,0.989644696867729,0.9670114260642433,0.9834220531797916,0.9866798818023953,0.9948670880817748,0.974474054367966,0.9913557368535532,0.9970024856884669,0.997209197256814,0.9854881693348768,0.9908747400279023,0.998523048604181,0.9815507389214292,0.9870021030702556,0.9838821914949298,0.9812051659612318,0.9810426404299594,0.9872238967876356,0.9951705653482135,0.9815239572292371,0.9888506797696962,0.9778661143650746,0.980931073274594,0.948092127822818,0.9656299315883925,0.9363538555793057,0.988434149213549,0.9883836134762828,0.9909334775756227,0.9827976066119813,0.987902056175789,0.9577664913973283,0.9855947961919698,0.9697352261502908,0.9700967559874544,0.9717737388830702,0.989076382509961,0.9867188957865141,0.9881972432108757,0.9805734968750637,0.9845873073542409,0.9866887644177389,0.984566532025446,0.9832385772726637,0.9709860678707417,0.9758846756631819,0.9782469920080534,0.9729100808699231,0.9795372622426783,0.9823392015085709,0.9847294354786912,0.9910886031148642,0.9729970428676482,0.9900348759512692,0.9799335599934724,0.9828339274754045,0.9779781516558246,0.9892704770975859,0.9884930535014461,-0.023293908492703755,0.4772594586203004,0.9519350039126512,0.9954929185991029,0.6315667714331403,0.9833097812702281,0.9952509817138293,0.9865934526949001,0.9869825630853297,0.9742216508032339,0.9702500920905502,0.9722033859896406,0.9895297739665366,0.9823425700734156,0.9794252358549601,0.9877610953863777,0.9861744940518551,0.9780279333022974,0.9840775588840966,0.9859709211352665,0.9807104224102912,0.9671796824619787,0.9827745905724501,0.9726404082156426,0.9173124500782811,0.9665071382259302,0.9798040955386392,0.9800363174713989,0.9772076265469943,0.976211330893286,0.2480618002646704,0.9924951983359056
5RES,0.9945983798875317,0.9995366403398953,0.9879048291077817,0.9762311230938608,0.9778680266535138,0.9846310818734754,1,0.9860494406976941,0.9856951132661065,0.9825841550582505,0.9970334877849979,0.9752792085775057,0.981007054113742,0.9991429677667757,0.9905345962157067,0.9936321659428073,0.9932293884035295,0.9928678636320316,0.98790738254263,0.9909743657066904,0.9807846338986719,0.9946096782356965,0.9942342104835391,0.9723541406799997,0.9931838433584018,0.9918002177940083,0.9862762850820108,0.9881086763945158,0.9988278226584726,0.9914065704862258,0.9878104212037343,0.9882017206886609,0.9921686855434075,0.9962819012009991,0.9990644826453206,0.9903808169249867,0.9956677544620904,0.9867256255567582,0.9899839355270854,0.9951172016238514,0.9978418650729337,0.9545195821782546,0.91006372116865,0.9306485265817819,0.9392041340022929,0.9971057382385305,0.9964424981941064,0.9947827602383548,0.9930679769786581,0.9706704753118537,0.9300151681731315,0.9585165357644401,0.9327948680017479,0.9402018264673685,0.9377439775071615,0.9691713884886097,0.967830084720591,0.9688305815176773,0.953875849384446,0.9610694141973745,0.9638458694767067,0.9498055335154557,0.9593261346731757,0.9482722995638524,0.9443463586405794,0.9509185061534137,0.9453407165814682,0.956139505487618,0.9673464562429674,0.9697234860534776,0.9795332789369038,0.9733609880442441,0.9737272395415812,0.9507936214545338,0.9569050680110107,0.9785094367432353,0.9923245304628238,0.9635798778237042,-0.1156655172275703,0.5328643221468256,0.9638488218435071,0.9838387169060819,0.6675399218254296,0.9592376724223493,0.9909335053212691,0.9613936960040719,0.9685440336042369,0.9477553596532154,0.9384228451568709,0.9437368669071422,0.9723561452739947,0.9585462656362529,0.9526056956825858,0.9843195286239073,0.9630781510225073,0.9538177348396675,0.96488814885151,0.959628604352171,0.957373925569885,0.936088110137531,0.9519386228575825,0.9524552608487076,0.9004347564711471,0.936521538317862,0.9576432020308999,0.9537847098725575,0.9534776983965653,0.9493183747469717,0.14421755726990432,0.9819608137437182
5RET,0.9838635895722997,0.9845935664290925,0.9977271265558593,0.971879913842214,0.9874044250864958,0.9976635674410214,0.9860494406976954,1,0.9880735784352936,0.9640703405997015,0.9877997752952222,0.9900142425721611,0.9941650027716803,0.9829696213847575,0.972549066347894,0.9898128352741137,0.9906787660901731,0.9804344000938128,0.9865943729146892,0.988657153758884,0.9716079480705819,0.9851430456384103,0.9859795031927214,0.9945365418631712,0.9773404934153939,0.9918214225257872,0.9979608138122789,0.9962337950006253,0.9860256660423604,0.9901339667983295,0.9985595847446865,0.9814760417213909,0.985161001655642,0.9845407348634675,0.9827022109516422,0.9790075210351282,0.9866788164565606,0.9922119944014861,0.9789866732838965,0.9906668229694165,0.9801696495473131,0.9794336214087591,0.9468923812040471,0.9631483487207104,0.9449843762156355,0.9895896201447213,0.9891753565345841,0.9908978541953858,0.983013621593166,0.985588474279372,0.9551316377031263,0.9854721089344701,0.967436791655181,0.9699770935241583,0.9700829207189792,0.9888529435213971,0.9875356515233368,0.9874376084316818,0.9780984148950242,0.9815197992122381,0.9828491009285917,0.9821842900275813,0.9799951579177619,0.9672372580557846,0.9740776174724406,0.9732741595443515,0.9702461023679632,0.9775149319215187,0.9801525166726462,0.984774859816679,0.9910501549109857,0.9756839069186578,0.9875040422363608,0.9759455840559891,0.9811118231495942,0.9791871625833222,0.9890329471776953,0.9870268558961914,-0.02322061369859569,0.4788527678064728,0.9497409212606566,0.9931307234253264,0.6378555842785819,0.9807644337889234,0.9940407227824851,0.9840259697455938,0.9849202639010822,0.9709869134105337,0.968555285279196,0.9708949696677377,0.9881978138215504,0.9801920181595123,0.9765469584363603,0.9850429217046189,0.9844488908800842,0.975443410283812,0.9816330445529031,0.98638260981341,0.9784193249450314,0.9699921404132197,0.9841457454537677,0.9707057265537498,0.9210186266202697,0.9669689700807389,0.9755811958475373,0.9771315188854405,0.9742317753018138,0.9717928428042142,0.2351017202677321,0.9915269554548573
5REU,0.9854423821980653,0.9855598176086877,0.9899075210475339,0.9879071108131511,0.987865914315648,0.9890212221383182,0.9856951132661066,0.9880735784352935,1.0000000000000007,0.967766367851347,0.9923098606908722,0.9765925567603344,0.9828915278779721,0.9847750590828689,0.9741048949779275,0.9906017268792379,0.9928011229243309,0.9931205654861233,0.9916132756129041,0.9952304376868382,0.9730142562865777,0.9823913438980793,0.9933229164083778,0.9813157412950632,0.9768048643839955,0.9909436727908182,0.9889092830983031,0.9870266385701009,0.9881691501859886,0.9918711811876008,0.9903569330265047,0.9872468113694106,0.9904171723807856,0.9827872460535291,0.9841518976522061,0.9870942859117855,0.9840668182985329,0.9855875497269052,0.986965197870004,0.9875469413868261,0.981428971149161,0.9624067464379933,0.9210505172133834,0.9395307328256024,0.936735110040165,0.9865076939842903,0.9867407361954776,0.9847058315881582,0.9847011499619813,0.9741987129837674,0.9352400552222739,0.9692411669173296,0.947889242361524,0.9524370922387816,0.9517851404959065,0.9757473245677113,0.9725470155241843,0.9768182378888599,0.9630758756349663,0.9683283075089886,0.9719893341068125,0.9637295779951917,0.967247122229895,0.951832323446841,0.953547227446827,0.9587742140878796,0.9547804515827478,0.9613318726127125,0.967050369172523,0.9736454095734743,0.9812466036610415,0.9729268613172456,0.9806699355308897,0.9597125035438521,0.9645145516604595,0.9767822205540236,0.9880663696649694,0.9711181012566563,-0.06892464506667706,0.5116260292246643,0.9486696750234054,0.9897638207711152,0.6556072827903218,0.9677677306261031,0.989614661293535,0.9699686889613264,0.9738694064916328,0.954029440574824,0.9517864799924315,0.9530077517556781,0.9760816228278093,0.9677147730412069,0.9601557301680892,0.9825140981663374,0.9711768954988492,0.9618093253966075,0.9672597806790357,0.9682717481023031,0.9658459505268299,0.9470637797588626,0.9636276850694864,0.9568324603190128,0.9071476482512003,0.9453576353594828,0.9646840399769336,0.960481242651431,0.9605263411513328,0.956644595149948,0.18753873155243223,0.9875368910854948
5REV,0.9912744484853369,0.9857938742571889,0.9658651676464002,0.9664481715162915,0.9661085808431744,0.9660308963095527,0.9825841550582514,0.9640703405997016,0.9677663678513478,0.9999999999999996,0.9809715926244555,0.9520655427629835,0.962587162851705,0.9775811165754252,0.9663323757105376,0.9726709066676179,0.9696340250107957,0.9788170436012662,0.9663204884874235,0.9675273078971545,0.9663914062962664,0.9799377079423758,0.9776176207013263,0.9563668693958381,0.9619100591304692,0.971038144040056,0.963581610793509,0.9656556897649526,0.9868944560294731,0.9695735519991084,0.9648894353067888,0.9593172575581751,0.9728155039420638,0.9883949041996832,0.9813091240089215,0.9807042697251867,0.9721311517802846,0.9678808581692455,0.988830373696818,0.9760356517965594,0.9742163103563901,0.9333860568006553,0.8834703336294607,0.9013077967378025,0.9188362189423469,0.9814545754515969,0.9839591785997844,0.9705891948085612,0.9624770544348822,0.9494955225509744,0.9008075398139183,0.9270149047700271,0.8988403606021705,0.9040401298748534,0.9027759758860084,0.9473248875683944,0.9478780151570344,0.942670115887326,0.9254358413938988,0.9448676072060742,0.946719030803975,0.9266131300867962,0.9363509468405505,0.9334797843399704,0.9305279777674702,0.9342676160590392,0.9255095750149774,0.9398078778552107,0.9535601030597894,0.9393241647637692,0.9533441610619986,0.9412742833037531,0.9543599759257109,0.9363433471748327,0.9359231302474064,0.9587256079829906,0.9827130871615671,0.9416880044441146,-0.1707480145285979,0.5815442797322199,0.968673524490023,0.972447084606539,0.5886105734999194,0.9423256203173523,0.977643175288063,0.943290803981319,0.9475367081138093,0.9301907958284287,0.9158245615224997,0.9234947482380987,0.9524019079120857,0.9329924957460611,0.9319371528467045,0.9771431183494887,0.9415754839183288,0.9348128449568023,0.9515063197385807,0.9437180246877614,0.9404585437800583,0.922222435843432,0.9279474744713644,0.9458542695348491,0.8847837140561852,0.924565809355868,0.9419771332025317,0.9319499924046326,0.9371829062868594,0.9325024641368457,0.1215130587550692,0.9720301686941741
