Group ID,Left,Right,Observ 1,Observ 2,Depth,Distance
0,5REJ,,1,,0,
1,5REK,,1,,0,
2,5REL,,1,,0,
3,5REM,,1,,0,
4,5REN,,1,,0,
5,5RER,,1,,0,
6,5RES,,1,,0,
7,5RET,,1,,0,
8,5REU,,1,,0,
9,5REV,,1,,0,
10,5REW,,1,,0,
11,5REX,,1,,0,
12,5REY,,1,,0,
13,5RFF,,1,,0,
14,5RFG,,1,,0,
15,5RFH,,1,,0,
16,5RFI,,1,,0,
17,5RFJ,,1,,0,
18,5RFK,,1,,0,
19,5RFL,,1,,0,
20,5RFM,,1,,0,
21,5RFN,,1,,0,
22,5RFO,,1,,0,
23,5RFP,,1,,0,
24,5RFQ,,1,,0,
25,5RFR,,1,,0,
26,5RFS,,1,,0,
27,5RFT,,1,,0,
28,5RFU,,1,,0,
29,5RFV,,1,,0,
30,5RFW,,1,,0,
31,5RFX,,1,,0,
32,5RFY,,1,,0,
33,5RFZ,,1,,0,
34,5RG0,,1,,0,
35,5RG2,,1,,0,
36,5RGL,,1,,0,
37,5RGM,,1,,0,
38,5RGN,,1,,0,
39,5RGO,,1,,0,
40,5RGP,,1,,0,
41,5RH5,,1,,0,
42,5RH7,,1,,0,
43,5RH9,,1,,0,
44,5RHA,,1,,0,
45,5RHB,,1,,0,
46,5RHC,,1,,0,
47,5RHE,,1,,0,
48,5RHF,,1,,0,
49,5RL0,,1,,0,
50,5RL1,,1,,0,
51,5RL2,,1,,0,
52,5RL3,,1,,0,
53,5RL4,,1,,0,
54,5RL5,,1,,0,
55,6LZE,,1,,0,
56,6M0K,,1,,0,
57,6WTJ,,1,,0,
58,6WTK,,1,,0,
59,6WTT,,1,,0,
60,6XBG,,1,,0,
61,6XBH,,1,,0,
62,6XCH,,1,,0,
63,6XHM,,1,,0,
64,6XMK,,1,,0,
65,6XQS,,1,,0,
66,6XQT,,1,,0,
67,6XQU,,1,,0,
68,6XR3,,1,,0,
69,6Y2F,,1,,0,
70,6Y2G,,1,,0,
71,6YNQ,,1,,0,
72,6YZ6,,1,,0,
73,6ZRT,,1,,0,
74,6ZRU,,1,,0,
75,7ADW,,1,,0,
76,7AHA,,1,,0,
77,7AKU,,1,,0,
78,7AQJ,,1,,0,
79,7AWS,,1,,0,
80,7AY7,,1,,0,
81,7B3E,,1,,0,
82,7B83,,1,,0,
83,7BRP,,1,,0,
84,7BUY,,1,,0,
85,7C6S,,1,,0,
86,7C6U,,1,,0,
87,7C7P,,1,,0,
88,7C8R,,1,,0,
89,7C8T,,1,,0,
90,7C8U,,1,,0,
91,7CBT,,1,,0,
92,7COM,,1,,0,
93,7CX9,,1,,0,
94,7D1M,,1,,0,
95,7D1O,,1,,0,
96,7JKV,,1,,0,
97,7JPZ,,1,,0,
98,7JQ0,,1,,0,
99,7JQ1,,1,,0,
100,7JQ2,,1,,0,
101,7JQ3,,1,,0,
102,7JQ4,,1,,0,
103,7JQ5,,1,,0,
104,7JYC,,1,,0,
105,7K40,,1,,0,
106,7K6D,,1,,0,
107,7K6E,,1,,0,
108,7KS5,,1,,0,
109,7KYU,,1,,0,
110,65,107,1,1,1,0.00011916045195203839
111,98,101,1,1,1,0.00019648927481596967
112,74,83,1,1,1,0.00022995998989072675
113,100,103,1,1,1,0.0002505988706618112
114,86,94,1,1,1,0.00026898071000136525
115,95,104,1,1,1,0.0002793123510826945
116,0,1,1,1,1,0.00028120369740092244
117,13,40,1,1,1,0.000298609505796521
118,99,113,1,2,2,0.0003360210611621506
119,6,38,1,1,1,0.00039354371831490376
120,18,19,1,1,1,0.00043920788768725405
121,106,110,1,2,2,0.0004403600341726932
122,67,105,1,1,1,0.0005226469130438227
123,91,114,1,2,2,0.0006117755624526211
124,14,20,1,1,1,0.000716977928969631
125,45,46,1,1,1,0.0007370321127428969
126,93,109,1,1,1,0.0007645725002342063
127,28,117,1,2,2,0.000777128754214651
128,71,75,1,1,1,0.000787013714090179
129,87,115,1,2,2,0.0008040659590289323
130,68,96,1,1,1,0.0009351033184303859
131,85,112,1,2,2,0.0009397115302176573
132,42,43,1,1,1,0.0009513900160104116
133,55,56,1,1,1,0.0010425518364429731
134,66,73,1,1,1,0.0010807477307207547
135,34,124,1,2,2,0.0011996419144251202
136,116,119,2,2,2,0.0012195137716048965
137,102,118,1,3,3,0.0013709694724249877
138,89,111,1,2,2,0.0015618563983751388
139,92,122,1,2,2,0.001601457932976058
140,69,70,1,1,1,0.0016377017423875317
141,10,32,1,1,1,0.001676568586502225
142,57,58,1,1,1,0.0018990919613884882
